Re,alpha_deg,CL,CD,CM
160.16696,4.401914,0.2847585,0.31963962,-0.037744485
99939.836,1.4720303,0.6011377,0.01764223,-0.105750576
99459.37,1.4720303,0.6003623,0.017736837,-0.10570468
98503.06,1.4720303,0.5987557,0.017930388,-0.105607234
97080.125,1.4720303,0.5962119,0.018231763,-0.10544797
95204.266,1.4720303,0.59257084,0.018655019,-0.10521282
92893.55,1.4720303,0.5876241,0.019219935,-0.10488647
90170.22,1.4720303,0.5811063,0.019951992,-0.10445323
87060.51,1.4720303,0.57262623,0.0208814,-0.10388563
83594.37,1.4720303,0.56149256,0.022040004,-0.10311206
79805.18,1.4720303,0.5466553,0.023455707,-0.10199901
75729.43,1.4720303,0.5272658,0.025144275,-0.10044193
71406.375,1.4720303,0.5033884,0.027099904,-0.09849095
66877.65,1.4720303,0.47580338,0.029282616,-0.09631379
62186.86,1.4720303,0.44508654,0.03163903,-0.09398518
57379.188,1.4720303,0.41134587,0.034096736,-0.09131988
52500.93,1.4720303,0.37377548,0.0365411,-0.08794385
47599.07,1.4720303,0.3290239,0.03887288,-0.0832606
42720.812,1.4720303,0.2758065,0.040786836,-0.07687734
37913.14,1.4720303,0.21191657,0.041364677,-0.06758672
33222.35,1.4720303,0.11798221,0.040692832,-0.0512035
28693.623,1.4720303,0.11312777,0.041193686,-0.04939026
24370.568,1.4720303,0.11255124,0.04221312,-0.048144806
20294.82,1.4720303,0.11137968,0.043600556,-0.046782076
16505.63,1.4720303,0.1100412,0.045487672,-0.04539235
13039.491,1.4720303,0.107700616,0.048088312,-0.043837626
9929.784,1.4720303,0.10403481,0.051726572,-0.042059083
7206.456,1.4720303,0.09975365,0.05692827,-0.040144403
4895.735,1.4720303,0.09655401,0.06472623,-0.03833092
3019.874,1.4720303,0.093200356,0.077271745,-0.036675144
1596.9388,1.4720303,0.08790743,0.10029839,-0.035075963
640.6333,1.4720303,0.09309241,0.15095092,-0.03533217
160.16696,1.4720303,0.102265015,0.31666973,-0.037622266
99939.836,-1.4720303,0.19589078,0.021431165,-0.09743754
99459.37,-1.4720303,0.1946672,0.021518944,-0.09729687
98503.06,-1.4720303,0.19220686,0.021694923,-0.097014904
97080.125,-1.4720303,0.18848321,0.021959826,-0.09659038
95204.266,-1.4720303,0.18345241,0.022314718,-0.09602056
92893.55,-1.4720303,0.17704102,0.022761196,-0.09529895
90170.22,-1.4720303,0.16912663,0.023301683,-0.09441133
87060.51,-1.4720303,0.1595017,0.02394058,-0.093328975
83594.37,-1.4720303,0.1478298,0.02468541,-0.091999374
79805.18,-1.4720303,0.13359334,0.025547633,-0.09033637
75729.43,-1.4720303,0.11606863,0.026541974,-0.088214144
71406.375,-1.4720303,0.0943799,0.027682137,-0.08547654
66877.65,-1.4720303,0.06780645,0.028969182,-0.08199008
62186.86,-1.4720303,0.036378205,0.03035842,-0.07773395
57379.188,-1.4720303,-0.00065249205,0.031709667,-0.072454736
52500.93,-1.4720303,-0.054302722,0.032901656,-0.06385524
47599.07,-1.4720303,-0.106726915,0.03383624,-0.05471731
42720.812,-1.4720303,-0.115623444,0.034620605,-0.052591067
37913.14,-1.4720303,-0.11659995,0.0355153,-0.05150616
33222.35,-1.4720303,-0.121750504,0.03653342,-0.04943494
28693.623,-1.4720303,-0.13112414,0.03775973,-0.04628988
24370.568,-1.4720303,-0.14594907,0.039357617,-0.041333683
20294.82,-1.4720303,-0.16635396,0.04164884,-0.033131715
16505.63,-1.4720303,-0.21481214,0.04478751,-0.014344787
13039.491,-1.4720303,-0.11757445,0.04497453,-0.021334857
9929.784,-1.4720303,-0.12401363,0.04684203,-0.024469038
7206.456,-1.4720303,-0.12702897,0.05111537,-0.030192116
4895.735,-1.4720303,-0.119212285,0.059253857,-0.034775328
3019.874,-1.4720303,-0.108309925,0.07282355,-0.036763772
1596.9388,-1.4720303,-0.095515266,0.09761999,-0.03794963
640.6333,-1.4720303,-0.07865843,0.15264153,-0.038497552
160.16696,-1.4720303,-0.07194722,0.32381403,-0.03592297
99939.836,-4.401914,-0.25620845,0.029402496,-0.07259186
99459.37,-4.401914,-0.2578156,0.029530738,-0.07233162
98503.06,-4.401914,-0.26109803,0.029792452,-0.07179656
97080.125,-4.401914,-0.2662241,0.03019904,-0.07094975
95204.266,-4.401914,-0.27355045,0.030770032,-0.06971618
92893.55,-4.401914,-0.28376123,0.03153688,-0.067954764
90170.22,-4.401914,-0.29793608,0.032546327,-0.065446325
87060.51,-4.401914,-0.3170095,0.033855412,-0.061991505
83594.37,-4.401914,-0.3397701,0.035492893,-0.057770707
79805.18,-4.401914,-0.36097646,0.03739578,-0.053685643
75729.43,-4.401914,-0.3747714,0.039430626,-0.050762106
71406.375,-4.401914,-0.3806783,0.04153278,-0.04907766
66877.65,-4.401914,-0.38233265,0.043751933,-0.04793691
62186.86,-4.401914,-0.38293794,0.04618083,-0.046693232
57379.188,-4.401914,-0.38384673,0.048871756,-0.04510037
52500.93,-4.401914,-0.38555646,0.051754676,-0.04312993
47599.07,-4.401914,-0.38899446,0.05465622,-0.040177647
42720.812,-4.401914,-0.38942695,0.057596534,-0.035055336
37913.14,-4.401914,-0.39483875,0.061257247,-0.029047003
33222.35,-4.401914,-0.41055685,0.065704614,-0.022482082
28693.623,-4.401914,-0.41992223,0.06956827,-0.01552462
24370.568,-4.401914,-0.42249456,0.07272234,-0.00806315
20294.82,-4.401914,-0.4215994,0.07535014,3.927946e-05
16505.63,-4.401914,-0.40942645,0.077796414,0.00866729
13039.491,-4.401914,-0.36399302,0.079359174,0.0145650925
9929.784,-4.401914,-0.20299199,0.074995495,0.00066940783
7206.456,-4.401914,-0.010416448,0.06742608,-0.043549396
4895.735,-4.401914,-0.03998971,0.07493492,-0.04434356
3019.874,-4.401914,-0.084659636,0.08670156,-0.044423845
1596.9388,-4.401914,-0.14209469,0.108970754,-0.04290476
640.6333,-4.401914,-0.20685264,0.15709172,-0.0405977
160.16696,-4.401914,-0.22541797,0.32794958,-0.03640412
99939.836,-7.2894053,-0.4342882,0.09136291,-0.024351854
99459.37,-7.2894053,-0.43392023,0.09138548,-0.0243151
98503.06,-7.2894053,-0.43316796,0.0914339,-0.024243314
97080.125,-7.2894053,-0.43199795,0.09151505,-0.024139214
95204.266,-7.2894053,-0.43035695,0.09164047,-0.0240058
92893.55,-7.2894053,-0.42817628,0.091826126,-0.023845408
90170.22,-7.2894053,-0.42537576,0.092090584,-0.02365841
87060.51,-7.2894053,-0.42187768,0.09245106,-0.023443023
83594.37,-7.2894053,-0.4176196,0.09291765,-0.023195913
79805.18,-7.2894053,-0.41254866,0.09348952,-0.022913363
75729.43,-7.2894053,-0.4066264,0.094155714,-0.022591233
71406.375,-7.2894053,-0.39987028,0.094901286,-0.022217954
66877.65,-7.2894053,-0.3923681,0.09570752,-0.021769803
62186.86,-7.2894053,-0.38415504,0.09653406,-0.021214908
57379.188,-7.2894053,-0.37514192,0.09733346,-0.020479083
52500.93,-7.2894053,-0.3651535,0.09806517,-0.019434292
47599.07,-7.2894053,-0.35402977,0.09856829,-0.018078309
42720.812,-7.2894053,-0.34023187,0.09864077,-0.016196853
37913.14,-7.2894053,-0.3194369,0.09847983,-0.013604444
33222.35,-7.2894053,-0.28747293,0.097757354,-0.010017032
28693.623,-7.2894053,-0.22141865,0.0950018,-0.007315278
24370.568,-7.2894053,-0.005796969,0.072800614,-0.042660527
20294.82,-7.2894053,-0.013816267,0.07453124,-0.04214875
16505.63,-7.2894053,-0.016556203,0.07691324,-0.042340614
13039.491,-7.2894053,-0.038475335,0.08134507,-0.03899002
9929.784,-7.2894053,-0.037872702,0.08423165,-0.041362807
7206.456,-7.2894053,-0.041399926,0.088348635,-0.04372867
4895.735,-7.2894053,-0.060358256,0.09561068,-0.044148553
3019.874,-7.2894053,-0.090578526,0.10737242,-0.04467372
1596.9388,-7.2894053,-0.13610661,0.12930343,-0.045360897
640.6333,-7.2894053,-0.2412934,0.17260605,-0.04305476
160.16696,-7.2894053,-0.36106718,0.34232947,-0.034868903
99939.836,-10.106695,-0.34198073,0.11541206,-0.038817983
99459.37,-10.106695,-0.341942,0.115472965,-0.03879004
98503.06,-10.106695,-0.34186572,0.11559546,-0.038732987
97080.125,-10.106695,-0.34175396,0.11578048,-0.038644418
95204.266,-10.106695,-0.34160733,0.11602996,-0.03852095
92893.55,-10.106695,-0.3414271,0.116345756,-0.038357686
90170.22,-10.106695,-0.34121,0.11673058,-0.038149524
87060.51,-10.106695,-0.34095272,0.11718622,-0.037890982
83594.37,-10.106695,-0.34064853,0.11771468,-0.037578225
79805.18,-10.106695,-0.34027922,0.11831941,-0.037209094
75729.43,-10.106695,-0.33979398,0.11901134,-0.036782395
71406.375,-10.106695,-0.33912748,0.11980537,-0.036293127
66877.65,-10.106695,-0.33832216,0.12068895,-0.03572548
62186.86,-10.106695,-0.33749115,0.12162268,-0.03505186
57379.188,-10.106695,-0.3365373,0.12258807,-0.03423377
52500.93,-10.106695,-0.33537695,0.12362096,-0.033183523
47599.07,-10.106695,-0.3343578,0.12470911,-0.031745367
42720.812,-10.106695,-0.33305597,0.12584674,-0.02989005
37913.14,-10.106695,-0.3306408,0.1272578,-0.027483076
33222.35,-10.106695,-0.3267688,0.12869217,-0.02445947
28693.623,-10.106695,-0.31830606,0.12988098,-0.020605732
24370.568,-10.106695,-0.30084524,0.13047709,-0.01574995
20294.82,-10.106695,-0.26360422,0.12725237,-0.010062838
16505.63,-10.106695,-0.10231578,0.104534626,-0.03546561
13039.491,-10.106695,-0.1056706,0.10624822,-0.036134847
9929.784,-10.106695,-0.11047006,0.10905714,-0.036741607
7206.456,-10.106695,-0.11919981,0.112760425,-0.037150275
4895.735,-10.106695,-0.13256443,0.11847664,-0.037472107
3019.874,-10.106695,-0.1551184,0.12857544,-0.03800659
1596.9388,-10.106695,-0.1904856,0.14890823,-0.039145075
640.6333,-10.106695,-0.28495717,0.19081448,-0.038818516
160.16696,-10.106695,-0.4481064,0.35455108,-0.033648886
99939.836,-12.826653,-0.37578538,0.14757232,-0.031535476
99459.37,-12.826653,-0.37577388,0.14761744,-0.03152203
98503.06,-12.826653,-0.37575528,0.14770813,-0.031494398
97080.125,-12.826653,-0.37573743,0.14784567,-0.03145144
95204.266,-12.826653,-0.37573493,0.14803205,-0.031390555
92893.55,-12.826653,-0.37576967,0.14826941,-0.031308323
90170.22,-12.826653,-0.3758677,0.14856091,-0.031200176
87060.51,-12.826653,-0.37606254,0.14890978,-0.03106016
83594.37,-12.826653,-0.37638482,0.14931998,-0.030881232
79805.18,-12.826653,-0.3768592,0.14979714,-0.030655647
75729.43,-12.826653,-0.37748474,0.15034974,-0.030373722
71406.375,-12.826653,-0.3782391,0.15098713,-0.030023485
66877.65,-12.826653,-0.37912464,0.1517009,-0.029591214
62186.86,-12.826653,-0.38021037,0.15246536,-0.029067492
57379.188,-12.826653,-0.3814726,0.15330532,-0.028450405
52500.93,-12.826653,-0.38261908,0.15433393,-0.027735192
47599.07,-12.826653,-0.38365474,0.15553135,-0.026886875
42720.812,-12.826653,-0.38462484,0.15674365,-0.025849253
37913.14,-12.826653,-0.38485652,0.1580446,-0.024531841
33222.35,-12.826653,-0.38423467,0.15940791,-0.022675997
28693.623,-12.826653,-0.38266802,0.1610207,-0.020111274
24370.568,-12.826653,-0.37973782,0.16251068,-0.016871482
20294.82,-12.826653,-0.36736596,0.16375633,-0.0128335655
16505.63,-12.826653,-0.34752637,0.16314483,-0.0064414563
13039.491,-12.826653,-0.27960777,0.14929391,-0.0073862374
9929.784,-12.826653,-0.20741573,0.13697925,-0.024879897
7206.456,-12.826653,-0.21438298,0.13957603,-0.025419826
4895.735,-12.826653,-0.2252306,0.14367123,-0.025837272
3019.874,-12.826653,-0.24324471,0.15159649,-0.026489967
1596.9388,-12.826653,-0.27026743,0.16963972,-0.027959537
640.6333,-12.826653,-0.34828338,0.21009085,-0.029293051
160.16696,-12.826653,-0.5048963,0.36751413,-0.029531365
99939.836,-15.423082,-0.444844,0.17745623,-0.017427588
99459.37,-15.423082,-0.4448219,0.17749232,-0.017422598
98503.06,-15.423082,-0.44477564,0.17756534,-0.017412866
97080.125,-15.423082,-0.44470352,0.17767636,-0.01739872
95204.266,-15.423082,-0.44460186,0.17782763,-0.017380858
92893.55,-15.423082,-0.4444668,0.17802113,-0.01736011
90170.22,-15.423082,-0.4443008,0.17825991,-0.017336559
87060.51,-15.423082,-0.44411317,0.17854643,-0.017310178
83594.37,-15.423082,-0.4439296,0.17888232,-0.017278802
79805.18,-15.423082,-0.44380772,0.17926857,-0.017235935
75729.43,-15.423082,-0.4438392,0.17970546,-0.017169874
71406.375,-15.423082,-0.44413686,0.18019459,-0.017063588
66877.65,-15.423082,-0.44477478,0.18074572,-0.016903073
62186.86,-15.423082,-0.44574744,0.18137828,-0.016679257
57379.188,-15.423082,-0.44695723,0.18212733,-0.016383076
52500.93,-15.423082,-0.44823942,0.18303351,-0.015996933
47599.07,-15.423082,-0.44962782,0.18403552,-0.015501618
42720.812,-15.423082,-0.45117936,0.18509716,-0.014901
37913.14,-15.423082,-0.45233825,0.18646157,-0.0142006995
33222.35,-15.423082,-0.4534549,0.18787481,-0.013292974
28693.623,-15.423082,-0.45413122,0.18924196,-0.011940366
24370.568,-15.423082,-0.4552563,0.19072925,-0.009611505
20294.82,-15.423082,-0.4555532,0.19237009,-0.0062138615
16505.63,-15.423082,-0.45056272,0.19365133,-0.0014750123
13039.491,-15.423082,-0.44199944,0.19341841,0.006390768
9929.784,-15.423082,-0.3412987,0.17162818,-0.0027198077
7206.456,-15.423082,-0.3168399,0.16641945,-0.010502493
4895.735,-15.423082,-0.3258062,0.16911201,-0.011125403
3019.874,-15.423082,-0.33999586,0.1751854,-0.0119686425
1596.9388,-15.423082,-0.3564417,0.1903914,-0.014190328
640.6333,-15.423082,-0.4258123,0.2298414,-0.015274244
160.16696,-15.423082,-0.52672,0.3793596,-0.023538476
99939.836,-17.87098,-0.52426624,0.20391503,-0.0011230648
99459.37,-17.87098,-0.52426255,0.20393662,-0.001121366
98503.06,-17.87098,-0.5242528,0.20398039,-0.0011181474
97080.125,-17.87098,-0.5242317,0.20404756,-0.0011141837
95204.266,-17.87098,-0.52419317,0.20413966,-0.0011101842
92893.55,-17.87098,-0.5241251,0.20425919,-0.0011076927
90170.22,-17.87098,-0.5240207,0.20440894,-0.0011076331
87060.51,-17.87098,-0.5238658,0.20459174,-0.0011114597
83594.37,-17.87098,-0.5236615,0.20481062,-0.0011185289
79805.18,-17.87098,-0.52341926,0.20506822,-0.0011265993
75729.43,-17.87098,-0.5231782,0.20536937,-0.0011300683
71406.375,-17.87098,-0.52301097,0.20572251,-0.001118809
66877.65,-17.87098,-0.52302086,0.20614323,-0.0010779679
62186.86,-17.87098,-0.5233245,0.20665067,-0.0009877026
57379.188,-17.87098,-0.5240131,0.20726123,-0.00082773564
52500.93,-17.87098,-0.5250585,0.20799947,-0.00059576036
47599.07,-17.87098,-0.5263181,0.20890822,-0.00030837656
42720.812,-17.87098,-0.5276123,0.21004263,2.7376413e-05
37913.14,-17.87098,-0.5289413,0.21129327,0.00041088462
33222.35,-17.87098,-0.53040135,0.21248859,0.0008202672
28693.623,-17.87098,-0.5313425,0.2140032,0.0013718546
24370.568,-17.87098,-0.5322826,0.21534428,0.0024755835
20294.82,-17.87098,-0.53405076,0.21701457,0.004702908
16505.63,-17.87098,-0.5378195,0.21937211,0.008628964
13039.491,-17.87098,-0.5424919,0.22168319,0.0151568055
9929.784,-17.87098,-0.5320554,0.2194128,0.024346227
7206.456,-17.87098,-0.4165206,0.19243701,0.005850834
4895.735,-17.87098,-0.42414546,0.19372919,0.0052443207
3019.874,-17.87098,-0.4354119,0.19795024,0.004066491
1596.9388,-17.87098,-0.443164,0.21051167,0.0009908378
640.6333,-17.87098,-0.50735515,0.24732664,0.0006380856
160.16696,-17.87098,-0.5553056,0.3947508,-0.013475588
99939.836,-20.146769,-0.60185564,0.22784114,0.016308993
99459.37,-20.146769,-0.6018575,0.2278494,0.016305178
98503.06,-20.146769,-0.60185903,0.22786574,0.01629709
97080.125,-20.146769,-0.601856,0.22789063,0.01628409
95204.266,-20.146769,-0.6018412,0.22792399,0.01626495
92893.55,-20.146769,-0.60180634,0.22796643,0.016238391
90170.22,-20.146769,-0.60174096,0.22801906,0.016202534
87060.51,-20.146769,-0.6016382,0.22808316,0.016155934
83594.37,-20.146769,-0.60149616,0.22816245,0.01609857
79805.18,-20.146769,-0.6013286,0.2282617,0.016033191
75729.43,-20.146769,-0.6011758,0.22838767,0.015968138
71406.375,-20.146769,-0.60109943,0.22854988,0.015916502
66877.65,-20.146769,-0.6011714,0.22876506,0.0158956
62186.86,-20.146769,-0.60146904,0.22906256,0.015923327
57379.188,-20.146769,-0.6020532,0.2294856,0.01601165
52500.93,-20.146769,-0.6029062,0.23007753,0.016157914
47599.07,-20.146769,-0.6039721,0.23085625,0.016352821
42720.812,-20.146769,-0.60518193,0.23182468,0.01657198
37913.14,-20.146769,-0.6064038,0.23301512,0.016761769
33222.35,-20.146769,-0.6074166,0.2344409,0.01690436
28693.623,-20.146769,-0.60836333,0.23577178,0.017055709
24370.568,-20.146769,-0.6086651,0.2373704,0.01741336
20294.82,-20.146769,-0.60925484,0.23895764,0.01856262
16505.63,-20.146769,-0.6129061,0.24149361,0.021119315
13039.491,-20.146769,-0.62224317,0.24497478,0.026103634
9929.784,-20.146769,-0.63124245,0.24835001,0.034817528
7206.456,-20.146769,-0.5750496,0.23615895,0.038479924
4895.735,-20.146769,-0.5133156,0.21737275,0.022214431
3019.874,-20.146769,-0.52311474,0.2199527,0.020792931
1596.9388,-20.146769,-0.530599,0.23014842,0.017581785
640.6333,-20.146769,-0.5864833,0.26409322,0.017012965
160.16696,-20.146769,-0.58864677,0.41100746,-0.0013269574
99939.836,-22.228535,-0.67493385,0.2494583,0.03378688
99459.37,-22.228535,-0.6749543,0.24945748,0.033781312
98503.06,-22.228535,-0.67499006,0.24945563,0.033769526
97080.125,-22.228535,-0.675035,0.24945253,0.033750046
95204.266,-22.228535,-0.6750771,0.24944808,0.03372099
92893.55,-22.228535,-0.6750971,0.24944231,0.03367892
90170.22,-22.228535,-0.675069,0.2494363,0.03362025
87060.51,-22.228535,-0.6749656,0.24943183,0.03354048
83594.37,-22.228535,-0.6747674,0.24942964,0.03343693
79805.18,-22.228535,-0.6744801,0.24943012,0.033310406
75729.43,-22.228535,-0.674156,0.24943434,0.033169843
71406.375,-22.228535,-0.6738838,0.24944873,0.03303098
66877.65,-22.228535,-0.67376626,0.24949132,0.03291463
62186.86,-22.228535,-0.67389005,0.24959138,0.03284075
57379.188,-22.228535,-0.6743189,0.24979493,0.03282841
52500.93,-22.228535,-0.6750528,0.250165,0.032889165
47599.07,-22.228535,-0.6759643,0.2507616,0.033006757
42720.812,-22.228535,-0.6768873,0.25160635,0.03314104
37913.14,-22.228535,-0.6778177,0.25266954,0.033251412
33222.35,-22.228535,-0.678704,0.25398913,0.03327032
28693.623,-22.228535,-0.6793138,0.2556149,0.03323702
24370.568,-22.228535,-0.6798217,0.25712365,0.033300884
20294.82,-22.228535,-0.6801841,0.25905815,0.033801287
16505.63,-22.228535,-0.68226105,0.26138556,0.035343956
13039.491,-22.228535,-0.68961096,0.26519167,0.03873835
9929.784,-22.228535,-0.7040256,0.2696876,0.046033055
7206.456,-22.228535,-0.6873449,0.26714966,0.05584088
4895.735,-22.228535,-0.5941867,0.23946854,0.039413795
3019.874,-22.228535,-0.60177994,0.24059841,0.03777814
1596.9388,-22.228535,-0.61247146,0.24887808,0.034639724
640.6333,-22.228535,-0.65900075,0.28086644,0.033112008
160.16696,-22.228535,-0.616543,0.42478108,0.010585991
99939.836,-24.096226,-0.7383199,0.26835194,0.049797483
99459.37,-24.096226,-0.7383478,0.2683506,0.04979219
98503.06,-24.096226,-0.7384018,0.26834774,0.04978115
97080.125,-24.096226,-0.73847574,0.26834157,0.04976283
95204.266,-24.096226,-0.7385595,0.26833102,0.04973516
92893.55,-24.096226,-0.738639,0.2683142,0.049694695
90170.22,-24.096226,-0.73869133,0.26828983,0.04963668
87060.51,-24.096226,-0.7386836,0.2682578,0.049555518
83594.37,-24.096226,-0.7385798,0.2682198,0.04944531
79805.18,-24.096226,-0.73835343,0.26817927,0.049302638
75729.43,-24.096226,-0.7380171,0.26813936,0.04913046
71406.375,-24.096226,-0.7376534,0.26810178,0.04894385
66877.65,-24.096226,-0.7374114,0.26806784,0.04876832
62186.86,-24.096226,-0.7374185,0.26805428,0.048629597
57379.188,-24.096226,-0.7377269,0.26810464,0.04854429
52500.93,-24.096226,-0.7383386,0.26828414,0.048522647
47599.07,-24.096226,-0.7391788,0.2686661,0.048569
42720.812,-24.096226,-0.7400296,0.2693119,0.048654318
37913.14,-24.096226,-0.7407088,0.27023923,0.048710704
33222.35,-24.096226,-0.74131066,0.2714246,0.048681773
28693.623,-24.096226,-0.7418581,0.27295983,0.048560355
24370.568,-24.096226,-0.74231684,0.2747659,0.048488308
20294.82,-24.096226,-0.74299985,0.27665967,0.04865173
16505.63,-24.096226,-0.7446104,0.2791273,0.049574025
13039.491,-24.096226,-0.7499403,0.28239515,0.051891435
9929.784,-24.096226,-0.76358473,0.28743967,0.05750086
7206.456,-24.096226,-0.7698699,0.2909407,0.06819771
4895.735,-24.096226,-0.66559076,0.259927,0.05575006
3019.874,-24.096226,-0.6703445,0.25893983,0.053839374
1596.9388,-24.096226,-0.6815827,0.26555103,0.05057443
640.6333,-24.096226,-0.72290075,0.29672477,0.048270337
160.16696,-24.096226,-0.6365557,0.4357791,0.02113149
99939.836,-25.73186,-0.79069525,0.28413922,0.06369956
99459.37,-25.73186,-0.7907218,0.2841404,0.06369341
98503.06,-25.73186,-0.7907729,0.28414232,0.06368046
97080.125,-25.73186,-0.7908431,0.28414434,0.06365983
95204.266,-25.73186,-0.7909253,0.28414524,0.06363012
92893.55,-25.73186,-0.79100776,0.284143,0.06358836
90170.22,-25.73186,-0.7910727,0.2841361,0.06353101
87060.51,-25.73186,-0.79109776,0.2841222,0.06345278
83594.37,-25.73186,-0.7910597,0.28409877,0.06334787
79805.18,-25.73186,-0.79093695,0.2840651,0.0632117
75729.43,-25.73186,-0.7907294,0.2840208,0.063043
71406.375,-25.73186,-0.79047596,0.28397077,0.062849745
66877.65,-25.73186,-0.7902719,0.28392068,0.06265044
62186.86,-25.73186,-0.790243,0.2838767,0.062471103
57379.188,-25.73186,-0.79047847,0.28385788,0.062334
52500.93,-25.73186,-0.79097366,0.28391778,0.062249027
47599.07,-25.73186,-0.79168284,0.28413427,0.062221624
42720.812,-25.73186,-0.79248166,0.28458267,0.062245797
37913.14,-25.73186,-0.79312354,0.28532034,0.06226486
33222.35,-25.73186,-0.7935153,0.28636062,0.06219075
28693.623,-25.73186,-0.7938882,0.2877119,0.062022485
24370.568,-25.73186,-0.79443705,0.28954467,0.06185261
20294.82,-25.73186,-0.7954618,0.2915163,0.06186241
16505.63,-25.73186,-0.7969465,0.29405126,0.06235125
13039.491,-25.73186,-0.8006215,0.29713637,0.064030424
9929.784,-25.73186,-0.8119005,0.30209532,0.06835201
7206.456,-25.73186,-0.828949,0.30757505,0.07834898
4895.735,-25.73186,-0.7525565,0.28739336,0.07668248
3019.874,-25.73186,-0.7274803,0.27465606,0.06782796
1596.9388,-25.73186,-0.7373518,0.2796094,0.064355984
640.6333,-25.73186,-0.7760336,0.31070882,0.061519902
160.16696,-25.73186,-0.6521765,0.44557607,0.029914826
99939.836,-27.119678,-0.8322886,0.29677576,0.07521788
99459.37,-27.119678,-0.83231056,0.2967781,0.07520964
98503.06,-27.119678,-0.8323526,0.29678297,0.075192705
97080.125,-27.119678,-0.8324123,0.2967899,0.07516686
95204.266,-27.119678,-0.8324819,0.2967987,0.075130805
92893.55,-27.119678,-0.8325534,0.2968089,0.07508297
90170.22,-27.119678,-0.83261156,0.29682007,0.07502081
87060.51,-27.119678,-0.83264226,0.29683068,0.074940965
83594.37,-27.119678,-0.83263063,0.29683712,0.07483889
79805.18,-27.119678,-0.83257174,0.2968343,0.07471098
75729.43,-27.119678,-0.8324759,0.29681462,0.07455506
71406.375,-27.119678,-0.83237547,0.29677442,0.07437341
66877.65,-27.119678,-0.83231777,0.29671946,0.07417531
62186.86,-27.119678,-0.8323629,0.29666513,0.073977865
57379.188,-27.119678,-0.83257496,0.29662722,0.07380207
52500.93,-27.119678,-0.8329855,0.29663402,0.07366464
47599.07,-27.119678,-0.83356416,0.29675227,0.073573075
42720.812,-27.119678,-0.834256,0.29706472,0.07352766
37913.14,-27.119678,-0.8348837,0.29764545,0.07349352
33222.35,-27.119678,-0.8352196,0.298545,0.07337807
28693.623,-27.119678,-0.83540547,0.29976085,0.07315962
24370.568,-27.119678,-0.83594495,0.30144644,0.07292056
20294.82,-27.119678,-0.8370689,0.30359882,0.07282446
16505.63,-27.119678,-0.8387046,0.30599588,0.073071316
13039.491,-27.119678,-0.8414609,0.30909958,0.07428639
9929.784,-27.119678,-0.85093606,0.31365803,0.07778128
7206.456,-27.119678,-0.8705674,0.3198851,0.086886376
4895.735,-27.119678,-0.830795,0.31146297,0.09551166
3019.874,-27.119678,-0.7731424,0.2876677,0.07934553
1596.9388,-27.119678,-0.7810899,0.2910513,0.07565924
640.6333,-27.119678,-0.81821537,0.32234436,0.07240526
160.16696,-27.119678,-0.6653652,0.4543734,0.036857776
99939.836,-28.246323,-0.8639692,0.30647704,0.084289744
99459.37,-28.246323,-0.86398596,0.3064794,0.084279224
98503.06,-28.246323,-0.8640193,0.30648383,0.08425811
97080.125,-28.246323,-0.8640672,0.30649102,0.0842261
95204.266,-28.246323,-0.864125,0.30650115,0.08418307
92893.55,-28.246323,-0.8641852,0.30651584,0.08412746
90170.22,-28.246323,-0.8642386,0.30653456,0.08405827
87060.51,-28.246323,-0.8642754,0.30655846,0.08397336
83594.37,-28.246323,-0.86428666,0.30658507,0.08387036
79805.18,-28.246323,-0.8642741,0.30660793,0.08374657
75729.43,-28.246323,-0.86425686,0.30661592,0.08360054
71406.375,-28.246323,-0.8642688,0.30659676,0.083431646
66877.65,-28.246323,-0.86434484,0.3065481,0.08324248
62186.86,-28.246323,-0.86450577,0.3064851,0.08304106
57379.188,-28.246323,-0.86475796,0.30643606,0.08284144
52500.93,-28.246323,-0.8651196,0.3064269,0.08266152
47599.07,-28.246323,-0.8655963,0.3065003,0.08251554
42720.812,-28.246323,-0.86615866,0.30673853,0.082405984
37913.14,-28.246323,-0.86671627,0.30722386,0.08230724
33222.35,-28.246323,-0.8670356,0.30802175,0.08214506
28693.623,-28.246323,-0.8671043,0.30915523,0.08187674
24370.568,-28.246323,-0.8675113,0.31071445,0.081581905
20294.82,-28.246323,-0.8686708,0.3129009,0.081403896
16505.63,-28.246323,-0.87051284,0.3152339,0.08152606
13039.491,-28.246323,-0.87297475,0.31836084,0.0824323
9929.784,-28.246323,-0.88108367,0.32256606,0.0853567
7206.456,-28.246323,-0.90090287,0.3291856,0.09356129
4895.735,-28.246323,-0.8687361,0.32189047,0.10385038
3019.874,-28.246323,-0.8081094,0.2979734,0.08834906
1596.9388,-28.246323,-0.81412274,0.299996,0.08445362
640.6333,-28.246323,-0.85043025,0.3314767,0.08089011
160.16696,-28.246323,-0.67612565,0.46167684,0.042059455
99939.836,-29.100937,-0.8867215,0.31350327,0.090966485
99459.37,-29.100937,-0.8867351,0.3135047,0.09095432
98503.06,-29.100937,-0.88676065,0.31350762,0.09092994
97080.125,-29.100937,-0.8867986,0.31351313,0.090893075
95204.266,-29.100937,-0.8868461,0.3135215,0.09084381
92893.55,-29.100937,-0.88689995,0.31353498,0.09078174
90170.22,-29.100937,-0.88695204,0.31355506,0.09070603
