Re,alpha_deg,CL_fit,CD_fit,CM_fit
88853.2,-29.963863,-0.90692306,0.32188424,0.09868473
89861.08,-29.963863,-0.9049764,0.3231187,0.09849068
90868.95,-29.963863,-0.90403396,0.3237182,0.09841962
91876.83,-29.963863,-0.90447986,0.32341775,0.098518535
92884.71,-29.963863,-0.90635484,0.32217303,0.0987922
93892.586,-29.963863,-0.9091958,0.32026947,0.09918339
94900.46,-29.963863,-0.91196954,0.31837174,0.099564895
95908.336,-29.963863,-0.913225,0.31743258,0.099757776
96916.21,-29.963863,-0.9116358,0.31833977,0.099599026
97924.086,-29.963863,-0.9072093,0.32112432,0.099090196
98931.96,-29.963863,-0.90351814,0.3234832,0.09867363
99939.836,-29.963863,-0.9114621,0.3182746,0.09969723
160.16696,-29.358532,-0.73674995,0.45030987,0.055576026
1168.0425,-29.358532,-0.84169865,0.32094672,0.08809685
2175.918,-29.358532,-0.8797415,0.2904846,0.10214618
3183.7935,-29.358532,-0.8906105,0.3008182,0.10646272
4191.669,-29.358532,-0.894051,0.32121244,0.10618096
5199.5444,-29.358532,-0.89814514,0.3377064,0.10412922
6207.42,-29.358532,-0.9047667,0.34593406,0.10172282
7215.2954,-29.358532,-0.9129824,0.34643704,0.09956025
8223.171,-29.358532,-0.9210365,0.34175906,0.09780697
9231.046,-29.358532,-0.9273796,0.33477455,0.096429646
10238.922,-29.358532,-0.9310942,0.32784453,0.09532996
11246.798,-29.358532,-0.93195635,0.32249957,0.094412155
12254.673,-29.358532,-0.9303081,0.31943342,0.093609944
13262.548,-29.358532,-0.9268559,0.3186591,0.092890516
14270.424,-29.358532,-0.9224582,0.3197288,0.09224716
15278.3,-29.358532,-0.91795,0.32195428,0.0916878
16286.175,-29.358532,-0.91401535,0.3245933,0.091224425
17294.049,-29.358532,-0.9111177,0.32698768,0.090864986
18301.924,-29.358532,-0.90947455,0.32864833,0.090608634
19309.8,-29.358532,-0.9090756,0.32929257,0.090444386
20317.676,-29.358532,-0.9097261,0.328843,0.090352446
21325.55,-29.358532,-0.9111031,0.3273986,0.090306945
22333.428,-29.358532,-0.9128211,0.32518914,0.0902799
23341.303,-29.358532,-0.9144891,0.32252163,0.09024507
24349.178,-29.358532,-0.91576153,0.31972903,0.090181336
25357.053,-29.358532,-0.91637385,0.31712303,0.09007504
26364.928,-29.358532,-0.9161639,0.3149601,0.08992155
27372.805,-29.358532,-0.9150793,0.31341735,0.08972504
28380.68,-29.358532,-0.91317016,0.31258196,0.089497894
29388.555,-29.358532,-0.9105745,0.31245163,0.089258716
30396.432,-29.358532,-0.90749276,0.31294537,0.08903011
31404.307,-29.358532,-0.9041615,0.3139197,0.08883598
32412.182,-29.358532,-0.90082633,0.31519094,0.08869883
33420.06,-29.358532,-0.8977129,0.31655818,0.08863744
34427.934,-29.358532,-0.89500797,0.31782514,0.08866498
35435.81,-29.358532,-0.89284235,0.31882066,0.08878762
36443.684,-29.358532,-0.89128226,0.31941324,0.08900399
37451.562,-29.358532,-0.8903263,0.31952167,0.08930526
38459.438,-29.358532,-0.889911,0.3191193,0.08967587
39467.312,-29.358532,-0.88992065,0.31823286,0.09009506
40475.188,-29.358532,-0.8902013,0.31693715,0.0905382
41483.062,-29.358532,-0.8905785,0.31534463,0.090979315
42490.938,-29.358532,-0.89087546,0.31359318,0.09139271
43498.812,-29.358532,-0.89093065,0.31183192,0.09175525
44506.69,-29.358532,-0.89061487,0.31020644,0.09204802
45514.566,-29.358532,-0.8898415,0.3088464,0.092257634
46522.44,-29.358532,-0.88857687,0.30785364,0.09237718
47530.316,-29.358532,-0.8868426,0.30729407,0.09240648
48538.19,-29.358532,-0.8847134,0.30719358,0.09235198
49546.066,-29.358532,-0.88231236,0.30753636,0.09222596
50553.938,-29.358532,-0.87979877,0.30826834,0.092045315
51561.812,-29.358532,-0.87735504,0.30930275,0.09183007
52569.688,-29.358532,-0.8751709,0.3105291,0.09160164
53577.562,-29.358532,-0.87342584,0.31182444,0.09138086
54585.438,-29.358532,-0.8722748,0.3130637,0.091186374
55593.312,-29.358532,-0.8718319,0.31413266,0.091032974
56601.19,-29.358532,-0.8721604,0.31493756,0.09093034
57609.066,-29.358532,-0.8732667,0.31541356,0.09088232
58616.94,-29.358532,-0.8750957,0.3155313,0.09088672
59624.816,-29.358532,-0.87753624,0.3152987,0.09093541
60632.69,-29.358532,-0.8804274,0.3147602,0.09101538
61640.566,-29.358532,-0.88357115,0.3139926,0.09110972
62648.44,-29.358532,-0.88674855,0.31309718,0.09119956
63656.32,-29.358532,-0.8897372,0.31218973,0.09126582
64664.195,-29.358532,-0.89233136,0.3113889,0.09129125
65672.07,-29.358532,-0.8943601,0.3108036,0.09126232
66679.945,-29.358532,-0.8957034,0.31052127,0.09117084
67687.82,-29.358532,-0.89630395,0.31059763,0.09101516
68695.695,-29.358532,-0.89617425,0.31104964,0.0908007
69703.57,-29.358532,-0.8953984,0.31185135,0.090539984
70711.445,-29.358532,-0.89412284,0.31293488,0.09025164
71719.32,-29.358532,-0.8925461,0.31419602,0.089959
72727.195,-29.358532,-0.8908989,0.31550366,0.08968771
73735.08,-29.358532,-0.8894192,0.31671384,0.08946334
74742.95,-29.358532,-0.888327,0.31768587,0.08930819
75750.83,-29.358532,-0.8877969,0.31830034,0.08923863
76758.7,-29.358532,-0.8879347,0.3184755,0.08926248
77766.58,-29.358532,-0.888759,0.31818184,0.089377195
78774.45,-29.358532,-0.89019215,0.31745046,0.08956935
79782.33,-29.358532,-0.89206237,0.31637564,0.089814916
80790.2,-29.358532,-0.8941191,0.31510782,0.09008146
81798.08,-29.358532,-0.896061,0.31383866,0.09033155
82805.95,-29.358532,-0.8975765,0.31277624,0.09052762
83813.83,-29.358532,-0.8983923,0.31211385,0.090637654
84821.7,-29.358532,-0.8983268,0.31199518,0.09064123
85829.58,-29.358532,-0.89733577,0.3124797,0.09053476
86837.45,-29.358532,-0.89554876,0.31351697,0.09033518
87845.33,-29.358532,-0.8932762,0.31493372,0.0900808
88853.2,-29.358532,-0.8909861,0.31644502,0.089827776
89861.08,-29.358532,-0.889234,0.31769308,0.08964185
90868.95,-29.358532,-0.88855004,0.31831825,0.08958484
91876.83,-29.358532,-0.88928413,0.31805915,0.08969641
92884.71,-29.358532,-0.89143157,0.31687105,0.08997413
93892.586,-29.358532,-0.89448726,0.31503278,0.09035646
94900.46,-29.358532,-0.8973917,0.31319544,0.0907175
95908.336,-29.358532,-0.89869934,0.31229383,0.090887345
96916.21,-29.358532,-0.89713275,0.31320032,0.09071796
97924.086,-29.358532,-0.8927857,0.31594965,0.090223946
98931.96,-29.358532,-0.8893141,0.31828874,0.08983859
99939.836,-29.358532,-0.89759904,0.31322047,0.09083985
160.16696,-28.753202,-0.72911775,0.44622418,0.05284138
1168.0425,-28.753202,-0.823505,0.31649697,0.083438754
2175.918,-28.753202,-0.8563544,0.28565508,0.097147875
3183.7935,-28.753202,-0.8657683,0.2957919,0.10182905
4191.669,-28.753202,-0.86994594,0.31620002,0.102084465
5199.5444,-28.753202,-0.8756926,0.33286434,0.10045227
6207.42,-28.753202,-0.8839458,0.34133738,0.09822078
7215.2954,-28.753202,-0.8931805,0.34208396,0.09596581
8223.171,-28.753202,-0.90135145,0.33758998,0.09389082
9231.046,-28.753202,-0.90686154,0.33069682,0.09203098
10238.922,-28.753202,-0.908917,0.32375556,0.090365775
11246.798,-28.753202,-0.90752405,0.31830487,0.08887314
12254.673,-28.753202,-0.9033035,0.31505942,0.08754861
13262.548,-28.753202,-0.89724314,0.31405964,0.08640544
14270.424,-28.753202,-0.89045125,0.31488678,0.085466124
15278.3,-28.753202,-0.883961,0.31687894,0.08475211
16286.175,-28.753202,-0.8785905,0.3193159,0.08427521
17294.049,-28.753202,-0.8748715,0.32155448,0.08403222
18301.924,-28.753202,-0.8730292,0.32311413,0.08400322
19309.8,-28.753202,-0.8730088,0.32371414,0.08415309
20317.676,-28.753202,-0.8745314,0.3232739,0.08443533
21325.55,-28.753202,-0.87716496,0.32188505,0.084797285
22333.428,-28.753202,-0.88040036,0.3197673,0.08518565
23341.303,-28.753202,-0.88372374,0.31721663,0.085551806
24349.178,-28.753202,-0.88667506,0.31455493,0.085856
25357.053,-28.753202,-0.8888928,0.3120843,0.086070396
26364.928,-28.753202,-0.8901406,0.31005314,0.08618034
27372.805,-28.753202,-0.8903164,0.30863333,0.086184576
28380.68,-28.753202,-0.8894475,0.30790877,0.08609381
29388.555,-28.753202,-0.8876717,0.3078772,0.085928485
30396.432,-28.753202,-0.8852113,0.30845895,0.085715815
31404.307,-28.753202,-0.88234174,0.3095142,0.085486345
32412.182,-28.753202,-0.8793574,0.31086394,0.0852708
33420.06,-28.753202,-0.8765403,0.3123122,0.08509686
34427.934,-28.753202,-0.87413484,0.31366837,0.084986895
35435.81,-28.753202,-0.8723255,0.31476566,0.08495592
36443.684,-28.753202,-0.8712231,0.31547663,0.08501081
37451.562,-28.753202,-0.8708623,0.3157224,0.08514989
38459.438,-28.753202,-0.8712014,0.3154772,0.08536374
39467.312,-28.753202,-0.8721321,0.31476745,0.085636206
40475.188,-28.753202,-0.87349445,0.31366554,0.08594631
41483.062,-28.753202,-0.87509435,0.3122806,0.08627015
42490.938,-28.753202,-0.87672377,0.3107456,0.08658337
43498.812,-28.753202,-0.8781808,0.30920398,0.086862944
44506.69,-28.753202,-0.87928927,0.30779532,0.08708944
45514.566,-28.753202,-0.87991226,0.30664265,0.087248534
46522.44,-28.753202,-0.8799654,0.30584165,0.0873319
47530.316,-28.753202,-0.87942207,0.3054524,0.08733798
48538.19,-28.753202,-0.87831473,0.30549577,0.08727186
49546.066,-28.753202,-0.8767306,0.30595207,0.087144576
50553.938,-28.753202,-0.8748035,0.30676374,0.08697219
51561.812,-28.753202,-0.8727001,0.3078424,0.0867742
52569.688,-28.753202,-0.87060475,0.30907735,0.08657179
53577.562,-28.753202,-0.8687035,0.3103458,0.08638597
54585.438,-28.753202,-0.867166,0.3115245,0.08623583
55593.312,-28.753202,-0.86613107,0.31250182,0.08613668
56601.19,-28.753202,-0.8656929,0.31318715,0.08609894
57609.066,-28.753202,-0.8658937,0.31351978,0.08612701
58616.94,-28.753202,-0.86671793,0.31347433,0.08621909
59624.816,-28.753202,-0.8680938,0.3130632,0.08636725
60632.69,-28.753202,-0.8698984,0.31233537,0.08655794
61640.566,-28.753202,-0.8719691,0.31137156,0.08677366
62648.44,-28.753202,-0.87411684,0.31027734,0.08699408
63656.32,-28.753202,-0.8761443,0.309172,0.087198354
64664.195,-28.753202,-0.8778634,0.30817744,0.087366775
65672.07,-28.753202,-0.87911385,0.30740565,0.08748312
66679.945,-28.753202,-0.8797809,0.30694634,0.087536074
67687.82,-28.753202,-0.8798056,0.30685765,0.08752076
68695.695,-28.753202,-0.87919426,0.30715802,0.087439395
69703.57,-28.753202,-0.8780204,0.30782318,0.087301455
70711.445,-28.753202,-0.87641925,0.30878633,0.08712295
71719.32,-28.753202,-0.87457585,0.30994394,0.08692514
72727.195,-28.753202,-0.8727076,0.31116545,0.086732395
73735.08,-28.753202,-0.8710423,0.31230667,0.086569756
74742.95,-28.753202,-0.8697911,0.3132266,0.08645995
75750.83,-28.753202,-0.86912334,0.31380475,0.086420655
76758.7,-28.753202,-0.8691421,0.31395766,0.08646189
77766.58,-28.753202,-0.8698663,0.3136539,0.086584
78774.45,-28.753202,-0.87122107,0.31292155,0.086776905
79782.33,-28.753202,-0.8730375,0.31185192,0.08702017
80790.2,-28.753202,-0.87506866,0.31059197,0.08728488
81798.08,-28.753202,-0.87701535,0.30932996,0.08753665
82805.95,-28.753202,-0.8785647,0.30827063,0.08774024
83813.83,-28.753202,-0.87944037,0.3076048,0.08786495
84821.7,-28.753202,-0.87945276,0.30747432,0.08789034
85829.58,-28.753202,-0.87854695,0.3079387,0.08781156
86837.45,-28.753202,-0.8768395,0.30894825,0.08764299
87845.33,-28.753202,-0.87462676,0.31033257,0.08741945
88853.2,-28.753202,-0.8723644,0.31181058,0.0871931
89861.08,-28.753202,-0.87059987,0.31302926,0.08702602
90868.95,-28.753202,-0.8698613,0.31363305,0.086977206
91876.83,-28.753202,-0.8705053,0.31336418,0.08708566
92884.71,-28.753202,-0.87254405,0.31217808,0.08735087
93892.586,-28.753202,-0.8754948,0.31035,0.087716356
94900.46,-28.753202,-0.87832624,0.3085234,0.088064015
95908.336,-28.753202,-0.87961423,0.30762187,0.08823254
96916.21,-28.753202,-0.87808603,0.30850762,0.08807976
97924.086,-28.753202,-0.873803,0.3112146,0.08761638
98931.96,-28.753202,-0.8703308,0.31351498,0.08725083
99939.836,-28.753202,-0.87837404,0.30849072,0.0881981
160.16696,-28.147871,-0.7209959,0.4419283,0.04991691
1168.0425,-28.147871,-0.80540824,0.31210074,0.07883271
2175.918,-28.147871,-0.83169585,0.28079063,0.09196743
3183.7935,-28.147871,-0.8380646,0.2905544,0.096714646
4191.669,-28.147871,-0.84193605,0.3108411,0.09732269
5199.5444,-28.147871,-0.8490397,0.32762745,0.09608384
6207.42,-28.147871,-0.85928077,0.33638385,0.094134614
7215.2954,-28.147871,-0.8703203,0.33747476,0.09197573
8223.171,-28.147871,-0.87958074,0.33329874,0.08979385
9231.046,-28.147871,-0.88521045,0.32663548,0.087647624
10238.922,-28.147871,-0.8863935,0.3198039,0.08556478
11246.798,-28.147871,-0.8832848,0.31433657,0.083583
12254.673,-28.147871,-0.8767608,0.31096223,0.08175903
13262.548,-28.147871,-0.8681113,0.30974868,0.08016119
14270.424,-28.147871,-0.8587452,0.31031066,0.07885627
15278.3,-28.147871,-0.84995836,0.31202018,0.07789671
16286.175,-28.147871,-0.8427719,0.31418768,0.07731115
17294.049,-28.147871,-0.8378477,0.31619444,0.07709986
18301.924,-28.147871,-0.8354693,0.31757632,0.0772348
19309.8,-28.147871,-0.83557373,0.31806162,0.077663295
20317.676,-28.147871,-0.83781755,0.31757128,0.07831475
21325.55,-28.147871,-0.841665,0.3161928,0.079108395
22333.428,-28.147871,-0.84647745,0.31413722,0.07996136
23341.303,-28.147871,-0.8516018,0.31168947,0.080796346
24349.178,-28.147871,-0.8564428,0.30915913,0.08154751
25357.053,-28.147871,-0.8605194,0.3068366,0.082164854
26364.928,-28.147871,-0.8634973,0.30495995,0.08261662
27372.805,-28.147871,-0.8652058,0.30369294,0.082889654
28380.68,-28.147871,-0.8656336,0.30311444,0.08298818
29388.555,-28.147871,-0.86490977,0.30321953,0.082931235
30396.432,-28.147871,-0.8632742,0.30392867,0.082749166
31404.307,-28.147871,-0.8610419,0.30510435,0.0824794
32412.182,-28.147871,-0.8585635,0.3065718,0.08216234
33420.06,-28.147871,-0.85618705,0.30814013,0.08183733
34427.934,-28.147871,-0.8542253,0.3096239,0.08153938
35435.81,-28.147871,-0.85292864,0.310862,0.08129637
36443.684,-28.147871,-0.85246587,0.3117309,0.08112733
37451.562,-28.147871,-0.8529159,0.31215486,0.08104175
38459.438,-28.147871,-0.8542662,0.3121098,0.08103959
39467.312,-28.147871,-0.85641944,0.31162137,0.08111224
40475.188,-28.147871,-0.8592086,0.31076,0.08124423
41483.062,-28.147871,-0.8624156,0.30963084,0.0814152
42490.938,-28.147871,-0.8657929,0.30836156,0.08160231
43498.812,-28.147871,-0.8690871,0.3070889,0.08178265
44506.69,-28.147871,-0.87206155,0.3059451,0.08193543
45514.566,-28.147871,-0.8745132,0.30504552,0.08204402
46522.44,-28.147871,-0.8762923,0.30447796,0.082097314
47530.316,-28.147871,-0.87730813,0.30429566,0.08209066
48538.19,-28.147871,-0.8775376,0.30451274,0.08202611
49546.066,-28.147871,-0.8770212,0.30510435,0.081912145
50553.938,-28.147871,-0.87585837,0.30600932,0.081762746
51561.812,-28.147871,-0.87419534,0.30713683,0.081596054
52569.688,-28.147871,-0.87221056,0.30837515,0.08143263
53577.562,-28.147871,-0.8700985,0.30960232,0.08129356
54585.438,-28.147871,-0.86805016,0.31069747,0.081198536
55593.312,-28.147871,-0.86623794,0.31155196,0.08116404
56601.19,-28.147871,-0.8647987,0.31207985,0.08120181
57609.066,-28.147871,-0.8638244,0.31222564,0.08131762
58616.94,-28.147871,-0.86335266,0.31196958,0.081510864
59624.816,-28.147871,-0.86336553,0.31133005,0.08177429
60632.69,-28.147871,-0.8637922,0.31036195,0.082094625
61640.566,-28.147871,-0.8645172,0.30915177,0.082453735
62648.44,-28.147871,-0.86539173,0.30781007,0.08282992
63656.32,-28.147871,-0.8662504,0.30646127,0.0832001
64664.195,-28.147871,-0.8669275,0.30523127,0.08354168
65672.07,-28.147871,-0.8672753,0.30423528,0.0838347
66679.945,-28.147871,-0.867182,0.30356622,0.08406388
67687.82,-28.147871,-0.8665832,0.303284,0.08421999
68695.695,-28.147871,-0.86547333,0.3034087,0.084300935
69703.57,-28.147871,-0.86390823,0.30391714,0.084312245
70711.445,-28.147871,-0.8620021,0.3047429,0.08426654
71719.32,-28.147871,-0.8599188,0.30578277,0.08418249
72727.195,-28.147871,-0.857856,0.30690578,0.084082946
73735.08,-28.147871,-0.8560237,0.30796728,0.08399248
74742.95,-28.147871,-0.8546203,0.3088252,0.08393468
75750.83,-28.147871,-0.85380673,0.30935755,0.08392914
76758.7,-28.147871,-0.8536845,0.30947933,0.08398877
77766.58,-28.147871,-0.85427433,0.30915663,0.084117696
78774.45,-28.147871,-0.8555071,0.30841523,0.084309965
79782.33,-28.147871,-0.8572227,0.30734318,0.08454938
80790.2,-28.147871,-0.8591826,0.3060846,0.08481105
81798.08,-28.147871,-0.86109376,0.30482435,0.085063785
82805.95,-28.147871,-0.8626473,0.30376425,0.08527455
83813.83,-28.147871,-0.86356413,0.30309245,0.0854136
84821.7,-28.147871,-0.8636465,0.30294916,0.08545988
85829.58,-28.147871,-0.86282647,0.3033932,0.0854067
86837.45,-28.147871,-0.8612011,0.30437532,0.085265435
87845.33,-28.147871,-0.85904616,0.30572727,0.08506707
88853.2,-28.147871,-0.85679764,0.30717126,0.08485994
89861.08,-28.147871,-0.85498786,0.30835795,0.08470288
90868.95,-28.147871,-0.85414004,0.30893627,0.0846532
91876.83,-28.147871,-0.85461813,0.30865148,0.08475023
92884.71,-28.147871,-0.856457,0.30745992,0.084996544
93892.586,-28.147871,-0.8592101,0.30563477,0.08534122
94900.46,-28.147871,-0.8618895,0.30381295,0.085673444
95908.336,-28.147871,-0.86310935,0.30290845,0.085839026
96916.21,-28.147871,-0.86160856,0.3037742,0.08569911
97924.086,-28.147871,-0.85740274,0.3064416,0.0852584
98931.96,-28.147871,-0.853911,0.30870295,0.08490232
99939.836,-28.147871,-0.8615356,0.30370635,0.08579472
160.16696,-27.542542,-0.712616,0.4376058,0.04681823
1168.0425,-27.542542,-0.7887974,0.30752453,0.07432212
2175.918,-27.542542,-0.80991775,0.27550462,0.08677716
3183.7935,-27.542542,-0.81379515,0.28466502,0.09136101
4191.669,-27.542542,-0.8171995,0.30466118,0.09212451
5199.5444,-27.542542,-0.82515436,0.32147947,0.09119717
6207.42,-27.542542,-0.83692807,0.33050764,0.08959398
7215.2954,-27.542542,-0.8496758,0.3319995,0.0877342
8223.171,-27.542542,-0.8604641,0.32825056,0.08575862
9231.046,-27.542542,-0.86722904,0.32196245,0.08370879
10238.922,-27.542542,-0.86906505,0.31540608,0.081616625
11246.798,-27.542542,-0.86613154,0.31009462,0.079538144
12254.673,-27.542542,-0.85937506,0.30675954,0.07755616
13262.548,-27.542542,-0.85019267,0.30548686,0.07576782
14270.424,-27.542542,-0.8401162,0.30591854,0.074267365
15278.3,-27.542542,-0.83056027,0.3074569,0.07313063
16286.175,-27.542542,-0.8226495,0.30944005,0.072404124
17294.049,-27.542542,-0.81712544,0.31127304,0.07209955
18301.924,-27.542542,-0.81432486,0.31250912,0.07219412
19309.8,-27.542542,-0.81421083,0.31288704,0.07263484
20317.676,-27.542542,-0.8164429,0.31233162,0.07334589
21325.55,-27.542542,-0.82046723,0.310929,0.074238025
22333.428,-27.542542,-0.8256144,0.30888465,0.07521752
23341.303,-27.542542,-0.83119076,0.3064757,0.07619523
24349.178,-27.542542,-0.8365576,0.3040025,0.07709347
25357.053,-27.542542,-0.8411914,0.30174637,0.077851295
26364.928,-27.542542,-0.84472144,0.2999376,0.07842764
27372.805,-27.542542,-0.84694743,0.29873383,0.078802064
28380.68,-27.542542,-0.8478383,0.2982098,0.07897381
29388.555,-27.542542,-0.8475132,0.29835895,0.07895926
30396.432,-27.542542,-0.8462123,0.2991023,0.078788325
31404.307,-27.542542,-0.8442586,0.3003043,0.07850001
32412.182,-27.542542,-0.84201807,0.30179358,0.07813783
33420.06,-27.542542,-0.8398579,0.30338314,0.07774558
34427.934,-27.542542,-0.8381133,0.30489227,0.07736335
35435.81,-27.542542,-0.83705676,0.30616322,0.07702464
36443.684,-27.542542,-0.8368777,0.3070762,0.076753944
37451.562,-27.542542,-0.83767086,0.30755726,0.0765659
38459.438,-27.542542,-0.83943486,0.30758315,0.07646506
39467.312,-27.542542,-0.8420779,0.30717936,0.07644654
40475.188,-27.542542,-0.84543157,0.30641428,0.07649763
41483.062,-27.542542,-0.84927,0.30539054,0.076599866
42490.938,-27.542542,-0.85333234,0.30423188,0.0767313
43498.812,-27.542542,-0.85734624,0.30307072,0.076869085
44506.69,-27.542542,-0.8610519,0.30203497,0.07699184
45514.566,-27.542542,-0.8642228,0.30123547,0.0770817
46522.44,-27.542542,-0.86668223,0.30075577,0.07712601
47530.316,-27.542542,-0.8683157,0.3006459,0.07711837
48538.19,-27.542542,-0.86907643,0.30091715,0.077059075
49546.066,-27.542542,-0.86898655,0.30154306,0.076954946
50553.938,-27.542542,-0.8681307,0.30246195,0.0768186
51561.812,-27.542542,-0.8666462,0.30358344,0.07666711
52569.688,-27.542542,-0.8647085,0.304797,0.076520346
53577.562,-27.542542,-0.86251396,0.3059826,0.07639916
54585.438,-27.542542,-0.8602631,0.30702227,0.07632334
55593.312,-27.542542,-0.8581413,0.30781013,0.076309726
56601.19,-27.542542,-0.85630393,0.30826348,0.07637065
57609.066,-27.542542,-0.85486305,0.30832982,0.07651272
58616.94,-27.542542,-0.8538795,0.3079919,0.07673596
59624.816,-27.542542,-0.85335934,0.30727047,0.07703382
60632.69,-27.542542,-0.85325456,0.30622217,0.077393524
61640.566,-27.542542,-0.8534701,0.3049344,0.07779702
62648.44,-27.542542,-0.85387594,0.3035188,0.07822254
63656.32,-27.542542,-0.8543197,0.3020996,0.07864652
64664.195,-27.542542,-0.8546457,0.30080232,0.079045445
