alpha_deg,Re,CL,CD,CM
4.401914,160.16696,0.2546267,0.32518476,-0.037147272
1.4720303,99939.836,0.4815839,0.026490495,-0.1022045
1.4720303,99459.37,0.4807742,0.026569812,-0.102127366
1.4720303,98503.06,0.4791127,0.026730653,-0.10196791
1.4720303,97080.125,0.4765065,0.026977072,-0.101715
1.4720303,95204.266,0.47280285,0.027314577,-0.10134945
1.4720303,92893.55,0.46777183,0.02774893,-0.10084085
1.4720303,90170.22,0.46110377,0.028284928,-0.100147426
1.4720303,87060.51,0.4524517,0.02892604,-0.099223144
1.4720303,83594.37,0.4415357,0.029676642,-0.098039515
1.4720303,79805.18,0.42823625,0.030546525,-0.09660244
1.4720303,75729.43,0.41256455,0.031550694,-0.09494331
1.4720303,71406.375,0.39452788,0.03269673,-0.09308621
1.4720303,66877.65,0.3739624,0.033975307,-0.091005534
1.4720303,62186.86,0.35049734,0.035366792,-0.08857867
1.4720303,57379.188,0.32349616,0.036831,-0.08555328
1.4720303,52500.93,0.2916169,0.038301233,-0.08157231
1.4720303,47599.07,0.25415358,0.039647214,-0.07644887
1.4720303,42720.812,0.2128224,0.04045526,-0.07024012
1.4720303,37913.14,0.14813127,0.040252894,-0.058546904
1.4720303,33222.35,0.09908475,0.04001366,-0.04864626
1.4720303,28693.623,0.1001419,0.040735546,-0.04785294
1.4720303,24370.568,0.09918217,0.0418064,-0.0465972
1.4720303,20294.82,0.09816897,0.04326395,-0.04535332
1.4720303,16505.63,0.09693349,0.045233555,-0.044062454
1.4720303,13039.491,0.094789535,0.04792629,-0.04259959
1.4720303,9929.784,0.09154733,0.051664222,-0.04090972
1.4720303,7206.456,0.08796123,0.056973986,-0.03909817
1.4720303,4895.735,0.085378274,0.06492645,-0.037407316
1.4720303,3019.874,0.08236363,0.07771575,-0.035865434
1.4720303,1596.9388,0.077896364,0.10117035,-0.034350377
1.4720303,640.6333,0.08446672,0.15273495,-0.034850072
1.4720303,160.16696,0.09080987,0.32125545,-0.036632523
-1.4720303,99939.836,0.1488105,0.023225997,-0.092905805
-1.4720303,99459.37,0.14783557,0.023296254,-0.0927726
-1.4720303,98503.06,0.1458724,0.023437532,-0.09250507
-1.4720303,97080.125,0.14289227,0.02365125,-0.09209984
-1.4720303,95204.266,0.13884473,0.023939712,-0.09155058
-1.4720303,92893.55,0.13364783,0.024306174,-0.090846024
-1.4720303,90170.22,0.1271728,0.024755191,-0.08996635
-1.4720303,87060.51,0.11922025,0.025292994,-0.08887866
-1.4720303,83594.37,0.10949684,0.025927886,-0.0875311
-1.4720303,79805.18,0.097599365,0.026670547,-0.085849896
-1.4720303,75729.43,0.08303297,0.027533554,-0.0837416
-1.4720303,71406.375,0.06532306,0.028528284,-0.081114285
-1.4720303,66877.65,0.044250526,0.02965262,-0.07792007
-1.4720303,62186.86,0.019900493,0.030857395,-0.07413812
-1.4720303,57379.188,-0.009537816,0.032018773,-0.06925075
-1.4720303,52500.93,-0.051189926,0.033071976,-0.061503675
-1.4720303,47599.07,-0.09084504,0.033934724,-0.05349164
-1.4720303,42720.812,-0.09914861,0.034648985,-0.051145084
-1.4720303,37913.14,-0.1002561,0.035495915,-0.04990479
-1.4720303,33222.35,-0.10489486,0.036517177,-0.0476943
-1.4720303,28693.623,-0.112429574,0.037808746,-0.04444047
-1.4720303,24370.568,-0.12299075,0.039421022,-0.03941024
-1.4720303,20294.82,-0.14773625,0.04110859,-0.028637514
-1.4720303,16505.63,-0.1678005,0.04215242,-0.015993416
-1.4720303,13039.491,-0.13175105,0.043012604,-0.022120887
-1.4720303,9929.784,-0.12453919,0.046267748,-0.026724603
-1.4720303,7206.456,-0.11210009,0.05144281,-0.032737613
-1.4720303,4895.735,-0.104112,0.060105596,-0.035144478
-1.4720303,3019.874,-0.09564355,0.07382939,-0.03624912
-1.4720303,1596.9388,-0.08557318,0.098860115,-0.037028097
-1.4720303,640.6333,-0.07074705,0.15459253,-0.03749256
-1.4720303,160.16696,-0.06533062,0.3282298,-0.03497342
-4.401914,99939.836,-0.20167996,0.029465098,-0.07372474
-4.401914,99459.37,-0.20289633,0.029578278,-0.073511176
-4.401914,98503.06,-0.20534858,0.029807262,-0.07307964
-4.401914,97080.125,-0.20907931,0.030157236,-0.072420344
-4.401914,95204.266,-0.21417202,0.030636283,-0.07151335
-4.401914,92893.55,-0.22079809,0.03125603,-0.070317455
-4.401914,90170.22,-0.22933976,0.032033943,-0.06874335
-4.401914,87060.51,-0.24059297,0.032997902,-0.06661065
-4.401914,83594.37,-0.2558072,0.03418851,-0.063644566
-4.401914,79805.18,-0.27572373,0.035635103,-0.05968006
-4.401914,75729.43,-0.29811993,0.037276596,-0.055159647
-4.401914,71406.375,-0.31657037,0.03889852,-0.051368628
-4.401914,66877.65,-0.3257269,0.040321518,-0.049375184
-4.401914,62186.86,-0.3278661,0.04167899,-0.04869021
-4.401914,57379.188,-0.32809994,0.043226156,-0.04820085
-4.401914,52500.93,-0.32888606,0.04508383,-0.047343068
-4.401914,47599.07,-0.3308893,0.04727308,-0.045971747
-4.401914,42720.812,-0.33456236,0.04987126,-0.043907177
-4.401914,37913.14,-0.339792,0.052994903,-0.040871665
-4.401914,33222.35,-0.34623083,0.056693684,-0.036677767
-4.401914,28693.623,-0.35531613,0.060877528,-0.03081337
-4.401914,24370.568,-0.36870185,0.06512894,-0.02279864
-4.401914,20294.82,-0.38553953,0.06914415,-0.011934583
-4.401914,16505.63,-0.4000194,0.07340546,0.0025163786
-4.401914,13039.491,-0.3840289,0.077215455,0.017026477
-4.401914,9929.784,-0.15528837,0.07085828,-0.007499859
-4.401914,7206.456,-0.012042221,0.06776504,-0.042510655
-4.401914,4895.735,-0.043104105,0.074949875,-0.043193564
-4.401914,3019.874,-0.08983987,0.0865056,-0.04292438
-4.401914,1596.9388,-0.14898203,0.10892791,-0.040813185
-4.401914,640.6333,-0.19660306,0.1588844,-0.03926445
-4.401914,160.16696,-0.2049085,0.33192983,-0.035556395
-7.2894053,99939.836,-0.47559902,0.088658646,-0.024739388
-7.2894053,99459.37,-0.47466475,0.08883066,-0.024526315
-7.2894053,98503.06,-0.47284624,0.089159705,-0.024113812
-7.2894053,97080.125,-0.47025716,0.08961643,-0.023524504
-7.2894053,95204.266,-0.46708578,0.0901608,-0.022782965
-7.2894053,92893.55,-0.46357614,0.090749234,-0.021910775
-7.2894053,90170.22,-0.45996425,0.09134663,-0.020925362
-7.2894053,87060.51,-0.45641392,0.09193428,-0.019844731
-7.2894053,83594.37,-0.45296633,0.092506,-0.018692072
-7.2894053,79805.18,-0.4494656,0.09306908,-0.017495701
-7.2894053,75729.43,-0.4455185,0.09365404,-0.016283378
-7.2894053,71406.375,-0.4405415,0.09430568,-0.015077446
-7.2894053,66877.65,-0.4339542,0.09504875,-0.013876881
-7.2894053,62186.86,-0.42539427,0.09586412,-0.012638975
-7.2894053,57379.188,-0.41457224,0.09667746,-0.011343078
-7.2894053,52500.93,-0.40083852,0.09730444,-0.010043373
-7.2894053,47599.07,-0.38196662,0.09748585,-0.008710808
-7.2894053,42720.812,-0.353481,0.09713312,-0.0075055026
-7.2894053,37913.14,-0.31416625,0.09614143,-0.006346832
-7.2894053,33222.35,-0.25628114,0.09423317,-0.0051531396
-7.2894053,28693.623,-0.14474426,0.08478296,-0.0122863
-7.2894053,24370.568,-0.004658908,0.07263738,-0.042280387
-7.2894053,20294.82,-0.013842138,0.07461314,-0.04112249
-7.2894053,16505.63,-0.015506715,0.07688364,-0.04155829
-7.2894053,13039.491,-0.0746827,0.084241204,-0.030045133
-7.2894053,9929.784,-0.03846288,0.084133,-0.040200066
-7.2894053,7206.456,-0.040887266,0.08819234,-0.042798247
-7.2894053,4895.735,-0.059482787,0.095347725,-0.04330666
-7.2894053,3019.874,-0.089635625,0.10703027,-0.04389374
-7.2894053,1596.9388,-0.13475117,0.12904045,-0.044600215
-7.2894053,640.6333,-0.24095014,0.17304833,-0.0419593
-7.2894053,160.16696,-0.3346867,0.34763488,-0.034214802
-10.106695,99939.836,-0.34464833,0.11275634,-0.03705379
-10.106695,99459.37,-0.34455073,0.11281702,-0.037027627
-10.106695,98503.06,-0.34435776,0.112938724,-0.036974408
-10.106695,97080.125,-0.3440691,0.11312254,-0.036892254
-10.106695,95204.266,-0.34368557,0.11336971,-0.03677872
-10.106695,92893.55,-0.3432051,0.11368269,-0.036630392
-10.106695,90170.22,-0.342618,0.11406453,-0.03644394
-10.106695,87060.51,-0.3419056,0.1145199,-0.03621596
-10.106695,83594.37,-0.34103018,0.11505623,-0.035943452
-10.106695,79805.18,-0.33994073,0.115682475,-0.035622954
-10.106695,75729.43,-0.33861575,0.116400324,-0.03524812
-10.106695,71406.375,-0.33709306,0.1171951,-0.034806676
-10.106695,66877.65,-0.33540335,0.11804619,-0.03427773
-10.106695,62186.86,-0.33346924,0.11894395,-0.033624623
-10.106695,57379.188,-0.33134994,0.119906016,-0.032761473
-10.106695,52500.93,-0.32948592,0.12090348,-0.031543206
-10.106695,47599.07,-0.3278056,0.12188879,-0.029927338
-10.106695,42720.812,-0.32565165,0.123026006,-0.027848948
-10.106695,37913.14,-0.32246128,0.12431364,-0.025249101
-10.106695,33222.35,-0.31649143,0.1254182,-0.02190383
-10.106695,28693.623,-0.3036187,0.1262832,-0.017737152
-10.106695,24370.568,-0.27980328,0.12565823,-0.01244156
-10.106695,20294.82,-0.22313955,0.12046283,-0.01100019
-10.106695,16505.63,-0.094902605,0.102577336,-0.03597795
-10.106695,13039.491,-0.09953195,0.10488298,-0.036002375
-10.106695,9929.784,-0.10444382,0.1077086,-0.036606804
-10.106695,7206.456,-0.11292524,0.11145304,-0.037031803
-10.106695,4895.735,-0.12609471,0.11730988,-0.037436154
-10.106695,3019.874,-0.14819868,0.12764473,-0.03810813
-10.106695,1596.9388,-0.18274681,0.14853777,-0.03938347
-10.106695,640.6333,-0.27751482,0.19141434,-0.039031833
-10.106695,160.16696,-0.4268406,0.36168703,-0.03340414
-12.826653,99939.836,-0.36269283,0.14392076,-0.033560883
-12.826653,99459.37,-0.3626931,0.14396976,-0.033541884
-12.826653,98503.06,-0.36269858,0.14406815,-0.033503022
-12.826653,97080.125,-0.36271593,0.14421715,-0.033442587
-12.826653,95204.266,-0.36275995,0.14441845,-0.033358213
-12.826653,92893.55,-0.36284646,0.14467455,-0.033245962
-12.826653,90170.22,-0.36299527,0.1449887,-0.03310116
-12.826653,87060.51,-0.3632248,0.14536552,-0.03291768
-12.826653,83594.37,-0.36354452,0.1458111,-0.032688346
-12.826653,79805.18,-0.36395144,0.14633128,-0.032404408
-12.826653,75729.43,-0.36444882,0.14692539,-0.03205563
-12.826653,71406.375,-0.36506525,0.1475816,-0.031633385
-12.826653,66877.65,-0.36582845,0.14829673,-0.031132868
-12.826653,62186.86,-0.3666595,0.14910926,-0.030551637
-12.826653,57379.188,-0.3673697,0.15008797,-0.029880641
-12.826653,52500.93,-0.36809114,0.1511791,-0.029088246
-12.826653,47599.07,-0.3687998,0.15229051,-0.02812912
-12.826653,42720.812,-0.36896557,0.15349436,-0.026931323
-12.826653,37913.14,-0.36842313,0.1547932,-0.025301563
-12.826653,33222.35,-0.36685175,0.1562527,-0.023101617
-12.826653,28693.623,-0.3643625,0.15784594,-0.020311166
-12.826653,24370.568,-0.35796863,0.15914014,-0.016819272
-12.826653,20294.82,-0.34160984,0.16009164,-0.012381524
-12.826653,16505.63,-0.31705123,0.15632108,-0.005395367
-12.826653,13039.491,-0.1920704,0.13364927,-0.024565868
-12.826653,9929.784,-0.19363001,0.13447249,-0.026197772
-12.826653,7206.456,-0.20049903,0.13724057,-0.02678469
-12.826653,4895.735,-0.2110298,0.14155404,-0.027237602
-12.826653,3019.874,-0.22866265,0.14997493,-0.02804502
-12.826653,1596.9388,-0.25515115,0.16886196,-0.029741053
-12.826653,640.6333,-0.33417264,0.21049607,-0.03132672
-12.826653,160.16696,-0.48956382,0.37566683,-0.030686406
-15.423082,99939.836,-0.42012212,0.17455503,-0.021786533
-15.423082,99459.37,-0.4200983,0.17459545,-0.02178052
-15.423082,98503.06,-0.42005208,0.1746773,-0.021768374
-15.423082,97080.125,-0.41998354,0.17480135,-0.021750312
-15.423082,95204.266,-0.41989818,0.17496975,-0.021725845
-15.423082,92893.55,-0.4198059,0.17518426,-0.021694161
-15.423082,90170.22,-0.41972172,0.17544684,-0.0216534
-15.423082,87060.51,-0.41967964,0.17575896,-0.02159993
-15.423082,83594.37,-0.41972718,0.17612159,-0.02152766
-15.423082,79805.18,-0.41992798,0.17653604,-0.021428738
-15.423082,75729.43,-0.42034286,0.17700624,-0.021294095
-15.423082,71406.375,-0.42101344,0.17754048,-0.021114986
-15.423082,66877.65,-0.42193738,0.17815447,-0.020882435
-15.423082,62186.86,-0.42304417,0.17887549,-0.020583633
-15.423082,57379.188,-0.42424485,0.17971678,-0.02019998
-15.423082,52500.93,-0.42560795,0.18061964,-0.0197166
-15.423082,47599.07,-0.4270925,0.181605,-0.019130783
-15.423082,42720.812,-0.42822543,0.18287314,-0.0184327
-15.423082,37913.14,-0.42925215,0.18424888,-0.01756426
-15.423082,33222.35,-0.42978776,0.18556641,-0.016415356
-15.423082,28693.623,-0.4301517,0.18695022,-0.014592986
-15.423082,24370.568,-0.4302965,0.18858963,-0.011846054
-15.423082,20294.82,-0.42810598,0.18983126,-0.008281752
-15.423082,16505.63,-0.41770172,0.19092982,-0.003288149
-15.423082,13039.491,-0.4016132,0.1869238,0.005046205
-15.423082,9929.784,-0.28817424,0.16215636,-0.013191937
-15.423082,7206.456,-0.29413414,0.16357012,-0.013727142
-15.423082,4895.735,-0.30297166,0.1667137,-0.014415244
-15.423082,3019.874,-0.31720653,0.17340569,-0.015347954
-15.423082,1596.9388,-0.33358994,0.18978986,-0.017671049
-15.423082,640.6333,-0.40338433,0.231012,-0.019467622
-15.423082,160.16696,-0.52025646,0.38810864,-0.025951585
-17.87098,99939.836,-0.49261314,0.20226051,-0.0075622764
-17.87098,99459.37,-0.49259987,0.20228894,-0.007559398
-17.87098,98503.06,-0.49257153,0.2023463,-0.0075537264
-17.87098,97080.125,-0.49252284,0.20243382,-0.007545997
-17.87098,95204.266,-0.49244583,0.20255293,-0.0075368825
-17.87098,92893.55,-0.4923342,0.20270585,-0.0075273192
-17.87098,90170.22,-0.4921796,0.20289509,-0.0075182808
-17.87098,87060.51,-0.4919791,0.20312285,-0.0075105927
-17.87098,83594.37,-0.4917404,0.20339163,-0.007503726
-17.87098,79805.18,-0.49149272,0.20370492,-0.0074956547
-17.87098,75729.43,-0.49129605,0.20406802,-0.007479708
-17.87098,71406.375,-0.49124435,0.20448935,-0.007443599
-17.87098,66877.65,-0.4914612,0.20497899,-0.007367596
-17.87098,62186.86,-0.49203187,0.20555046,-0.007232869
-17.87098,57379.188,-0.49293298,0.2062291,-0.007034502
-17.87098,52500.93,-0.4940502,0.20705435,-0.0067746113
-17.87098,47599.07,-0.49521822,0.20808148,-0.006445176
-17.87098,42720.812,-0.49643075,0.20924443,-0.006035508
-17.87098,37913.14,-0.49786818,0.21038926,-0.0055671236
-17.87098,33222.35,-0.49892566,0.21181951,-0.0050194087
-17.87098,28693.623,-0.50003594,0.2132042,-0.0041434118
-17.87098,24370.568,-0.5011392,0.21462195,-0.0025321564
-17.87098,20294.82,-0.50275856,0.21645704,0.00029213872
-17.87098,16505.63,-0.50506914,0.21820974,0.004691819
-17.87098,13039.491,-0.5047458,0.21998239,0.011710999
-17.87098,9929.784,-0.47132516,0.21242252,0.018762263
-17.87098,7206.456,-0.38657698,0.18957995,0.00056363706
-17.87098,4895.735,-0.39411625,0.19143558,-0.00014268851
-17.87098,3019.874,-0.40539375,0.19656554,-0.0013328737
-17.87098,1596.9388,-0.41161287,0.21039027,-0.004583382
-17.87098,640.6333,-0.47770414,0.2499653,-0.0055309385
-17.87098,160.16696,-0.540638,0.40186095,-0.018334297
-20.146769,99939.836,-0.5640075,0.2273864,0.0074531804
-20.146769,99459.37,-0.56400496,0.22740044,0.0074517415
-20.146769,98503.06,-0.5639986,0.22742918,0.007448597
-20.146769,97080.125,-0.5639851,0.22747292,0.00744314
-20.146769,95204.266,-0.5639589,0.22753276,0.0074346834
-20.146769,92893.55,-0.56391305,0.22761041,0.0074222838
-20.146769,90170.22,-0.56384146,0.22770837,0.0074048233
-20.146769,87060.51,-0.5637394,0.2278297,0.0073820506
-20.146769,83594.37,-0.5636125,0.22797774,0.0073553943
-20.146769,79805.18,-0.5634787,0.22815692,0.0073289066
-20.146769,75729.43,-0.56337434,0.228374,0.0073103337
-20.146769,71406.375,-0.5633504,0.22864066,0.007310485
-20.146769,66877.65,-0.56347907,0.22897823,0.0073415795
-20.146769,62186.86,-0.5638309,0.22941664,0.007414782
-20.146769,57379.188,-0.5644514,0.229987,0.0075384025
-20.146769,52500.93,-0.565349,0.23070633,0.0077181724
-20.146769,47599.07,-0.566451,0.23159385,0.0079411445
-20.146769,42720.812,-0.56763273,0.23268472,0.008178124
-20.146769,37913.14,-0.5687385,0.23399885,0.00841433
-20.146769,33222.35,-0.56988055,0.23527306,0.008649374
-20.146769,28693.623,-0.57063633,0.23668398,0.008947738
-20.146769,24370.568,-0.57123804,0.23813137,0.009689961
-20.146769,20294.82,-0.572455,0.23980404,0.01139052
-20.146769,16505.63,-0.5765517,0.2425933,0.014672601
-20.146769,13039.491,-0.5844492,0.24558403,0.020592416
-20.146769,9929.784,-0.58318007,0.24633251,0.029596904
-20.146769,7206.456,-0.4715911,0.21551932,0.015663097
-20.146769,4895.735,-0.47774714,0.21561593,0.014705163
-20.146769,3019.874,-0.48739704,0.21913214,0.013233665
-20.146769,1596.9388,-0.49064192,0.23066749,0.009641545
-20.146769,640.6333,-0.55079186,0.26789787,0.008917287
-20.146769,160.16696,-0.5700245,0.41854045,-0.00794878
-22.228535,99939.836,-0.6319775,0.2505483,0.022826012
-22.228535,99459.37,-0.63197964,0.25055218,0.022820124
-22.228535,98503.06,-0.63198125,0.25056022,0.022807809
-22.228535,97080.125,-0.631975,0.25057238,0.022788147
-22.228535,95204.266,-0.63195264,0.25058863,0.022759989
-22.228535,92893.55,-0.6319014,0.25060922,0.02272131
-22.228535,90170.22,-0.6318108,0.250634,0.022670351
-22.228535,87060.51,-0.63167226,0.25066373,0.02260572
-22.228535,83594.37,-0.6314907,0.25070027,0.022527948
-22.228535,79805.18,-0.6312874,0.2507476,0.02244082
-22.228535,75729.43,-0.6311059,0.2508148,0.022352906
-22.228535,71406.375,-0.631011,0.25091532,0.022277435
-22.228535,66877.65,-0.63107437,0.2510699,0.022230223
-22.228535,62186.86,-0.631364,0.2513119,0.022228666
-22.228535,57379.188,-0.6319231,0.25168908,0.022285435
-22.228535,52500.93,-0.63271445,0.2522521,0.022396307
-22.228535,47599.07,-0.63364065,0.25302514,0.022542728
-22.228535,42720.812,-0.6346641,0.25399545,0.022702899
-22.228535,37913.14,-0.6357087,0.2551761,0.022822393
-22.228535,33222.35,-0.6365632,0.25662518,0.022873957
-22.228535,28693.623,-0.63727665,0.25805745,0.022934886
-22.228535,24370.568,-0.6375035,0.2596268,0.023169069
-22.228535,20294.82,-0.6380576,0.2613471,0.024109699
-22.228535,16505.63,-0.6413504,0.2639622,0.026245816
-22.228535,13039.491,-0.65005314,0.26800156,0.030614816
-22.228535,9929.784,-0.6609729,0.2721097,0.03872561
-22.228535,7206.456,-0.62044054,0.26254997,0.04567966
-22.228535,4895.735,-0.55282617,0.23858865,0.029594872
-22.228535,3019.874,-0.5612411,0.24082308,0.027945522
-22.228535,1596.9388,-0.5674314,0.25054628,0.024474034
-22.228535,640.6333,-0.61876094,0.28558272,0.023142759
-22.228535,160.16696,-0.5984344,0.4338315,0.0030401882
-24.096226,99939.836,-0.6930929,0.27135983,0.03735911
-24.096226,99459.37,-0.69310963,0.27135798,0.037352473
-24.096226,98503.06,-0.69314104,0.27135423,0.03733852
-24.096226,97080.125,-0.6931781,0.2713477,0.03731595
-24.096226,95204.266,-0.69320846,0.27133808,0.03728255
-24.096226,92893.55,-0.6932143,0.27132484,0.03723556
-24.096226,90170.22,-0.6931712,0.27130854,0.037171125
-24.096226,87060.51,-0.6930524,0.27128974,0.037085768
-24.096226,83594.37,-0.69284225,0.27126926,0.03697733
-24.096226,79805.18,-0.69255143,0.2712485,0.036847983
-24.096226,75729.43,-0.69223803,0.2712292,0.036706638
-24.096226,71406.375,-0.69199616,0.27122,0.036569286
-24.096226,66877.65,-0.69191974,0.271241,0.03645436
-24.096226,62186.86,-0.69207937,0.27132654,0.036378074
-24.096226,57379.188,-0.69252,0.2715261,0.0363559
-24.096226,52500.93,-0.6932242,0.2719024,0.03639767
-24.096226,47599.07,-0.6940571,0.2725106,0.036488414
-24.096226,42720.812,-0.6948544,0.27336848,0.036588214
-24.096226,37913.14,-0.6956272,0.2744474,0.036654335
-24.096226,33222.35,-0.6963612,0.27578473,0.036628157
-24.096226,28693.623,-0.6968652,0.27744016,0.036560565
-24.096226,24370.568,-0.6973214,0.27899405,0.036599044
-24.096226,20294.82,-0.69775796,0.281002,0.03704787
-24.096226,16505.63,-0.69977057,0.28344432,0.03845618
-24.096226,13039.491,-0.70669526,0.28746748,0.041565448
-24.096226,9929.784,-0.7205914,0.29252574,0.048432667
-24.096226,7206.456,-0.70644104,0.29008526,0.05821548
-24.096226,4895.735,-0.6200657,0.25976536,0.044071097
-24.096226,3019.874,-0.6263848,0.2606895,0.042255193
-24.096226,1596.9388,-0.63562727,0.26900652,0.038851008
-24.096226,640.6333,-0.6793642,0.30273193,0.036645494
-24.096226,160.16696,-0.6206543,0.4462097,0.013235288
-25.73186,99939.836,-0.7447198,0.28934142,0.050224874
-25.73186,99459.37,-0.7447416,0.2893402,0.050218344
-25.73186,98503.06,-0.7447841,0.28933722,0.050204784
-25.73186,97080.125,-0.74484044,0.28933135,0.050182942
-25.73186,95204.266,-0.7448996,0.28932023,0.050150394
-25.73186,92893.55,-0.7449482,0.28930295,0.05010397
-25.73186,90170.22,-0.74496305,0.28927737,0.050039947
-25.73186,87060.51,-0.74491614,0.28924283,0.04995309
-25.73186,83594.37,-0.7447786,0.28920045,0.049839634
-25.73186,79805.18,-0.74453765,0.28915262,0.0496979
-25.73186,75729.43,-0.7442201,0.28910285,0.04953346
-25.73186,71406.375,-0.7439182,0.28905532,0.049361214
-25.73186,66877.65,-0.7437597,0.28901732,0.04920352
-25.73186,62186.86,-0.7438415,0.28901288,0.049079847
-25.73186,57379.188,-0.744193,0.28908888,0.04900279
-25.73186,52500.93,-0.7448062,0.28931004,0.048981782
-25.73186,47599.07,-0.7455924,0.28974372,0.04901889
-25.73186,42720.812,-0.74634737,0.29043743,0.04908404
-25.73186,37913.14,-0.74693376,0.29139924,0.049112376
-25.73186,33222.35,-0.74745804,0.2926148,0.049053967
-25.73186,28693.623,-0.74793726,0.2941882,0.048918277
-25.73186,24370.568,-0.7483929,0.29599586,0.04885027
-25.73186,20294.82,-0.7490865,0.29795784,0.049025215
-25.73186,16505.63,-0.75072694,0.30050027,0.049952257
-25.73186,13039.491,-0.75607276,0.3040258,0.052227497
-25.73186,9929.784,-0.76939094,0.30956602,0.05773278
-25.73186,7206.456,-0.7729212,0.3126857,0.06812945
-25.73186,4895.735,-0.67772114,0.2790375,0.057162262
-25.73186,3019.874,-0.68179,0.27806517,0.05513319
-25.73186,1596.9388,-0.6917006,0.28507182,0.051666107
-25.73186,640.6333,-0.7313697,0.3183111,0.04885366
-25.73186,160.16696,-0.6372295,0.4561046,0.022037096
-27.119678,99939.836,-0.7865225,0.30416238,0.06107353
-27.119678,99459.37,-0.78654397,0.30416363,0.061066497
-27.119678,98503.06,-0.78658503,0.30416498,0.061052117
-27.119678,97080.125,-0.7866406,0.3041665,0.061029177
-27.119678,95204.266,-0.786702,0.30416566,0.060995884
-27.119678,92893.55,-0.7867568,0.3041609,0.06094968
-27.119678,90170.22,-0.7867887,0.3041492,0.060886983
-27.119678,87060.51,-0.7867763,0.30412874,0.060802996
-27.119678,83594.37,-0.78669864,0.30409658,0.060693145
-27.119678,79805.18,-0.7865421,0.30405235,0.060554694
-27.119678,75729.43,-0.78631896,0.30399883,0.06038941
-27.119678,71406.375,-0.7860822,0.30394223,0.060207035
-27.119678,66877.65,-0.7859312,0.30389073,0.06002663
-27.119678,62186.86,-0.7859764,0.3038555,0.05987005
-27.119678,57379.188,-0.7862686,0.3038665,0.059752814
-27.119678,52500.93,-0.7867883,0.3039842,0.059682455
-27.119678,47599.07,-0.7874885,0.3042809,0.05966459
-27.119678,42720.812,-0.7882201,0.30481875,0.059687894
-27.119678,37913.14,-0.78876525,0.3056376,0.059689198
-27.119678,33222.35,-0.7891215,0.30673483,0.05959848
-27.119678,28693.623,-0.7894995,0.3081561,0.05942553
-27.119678,24370.568,-0.79003155,0.3100458,0.059276097
-27.119678,20294.82,-0.79102814,0.3120193,0.059315007
-27.119678,16505.63,-0.7925259,0.31465322,0.05989195
-27.119678,13039.491,-0.79655343,0.31793997,0.06166114
-27.119678,9929.784,-0.80813926,0.32347837,0.06614624
-27.119678,7206.456,-0.82156503,0.32899958,0.07610458
-27.119678,4895.735,-0.7323842,0.29940513,0.07007524
-27.119678,3019.874,-0.72692823,0.29267028,0.06597967
-27.119678,1596.9388,-0.7362209,0.29839116,0.062406696
-27.119678,640.6333,-0.7736017,0.33163804,0.059167545
-27.119678,160.16696,-0.6504435,0.46475458,0.029162077
-28.246323,99939.836,-0.818854,0.31576905,0.06974821
-28.246323,99459.37,-0.8188733,0.31577176,0.06974014
-28.246323,98503.06,-0.81891006,0.31577665,0.06972353
-28.246323,97080.125,-0.8189606,0.31578344,0.06969791
-28.246323,95204.266,-0.8190156,0.315791,0.06966173
-28.246323,92893.55,-0.8190673,0.31579822,0.06961323
-28.246323,90170.22,-0.81910044,0.31580278,0.06954937
-28.246323,87060.51,-0.8191005,0.31580213,0.069466606
-28.246323,83594.37,-0.8190555,0.31579232,0.06936077
-28.246323,79805.18,-0.81896085,0.31576854,0.06922881
-28.246323,75729.43,-0.81883043,0.31572825,0.06907039
-28.246323,71406.375,-0.8186985,0.31567457,0.06889088
-28.246323,66877.65,-0.81862545,0.31561926,0.0687034
-28.246323,62186.86,-0.81868553,0.31557605,0.06852622
-28.246323,57379.188,-0.8189413,0.3155628,0.06837754
-28.246323,52500.93,-0.819391,0.31562334,0.068268076
-28.246323,47599.07,-0.81999815,0.3158301,0.06820345
-28.246323,42720.812,-0.8206806,0.31625494,0.06818046
-28.246323,37913.14,-0.8212269,0.3169523,0.068150565
-28.246323,33222.35,-0.8215055,0.31794655,0.06803014
-28.246323,28693.623,-0.82175606,0.31924906,0.067824684
-28.246323,24370.568,-0.8223384,0.32106957,0.067617066
-28.246323,20294.82,-0.8234437,0.32317898,0.06757179
-28.246323,16505.63,-0.82495075,0.32574958,0.067926995
-28.246323,13039.491,-0.8281034,0.32898948,0.0693451
-28.246323,9929.784,-0.8383613,0.33428645,0.07314451
-28.246323,7206.456,-0.8557768,0.34081915,0.082488015
-28.246323,4895.735,-0.80373293,0.3254164,0.087103754
-28.246323,3019.874,-0.7619907,0.3043741,0.07460188
-28.246323,1596.9388,-0.77025884,0.30893093,0.070921615
-28.246323,640.6333,-0.80622923,0.34236997,0.06736025
-28.246323,160.16696,-0.66113466,0.47211525,0.03460026
-29.100937,99939.836,-0.8423394,0.32428077,0.07621173
-29.100937,99459.37,-0.84235656,0.324284,0.07620248
-29.100937,98503.06,-0.8423891,0.32429028,0.076183714
-29.100937,97080.125,-0.8424341,0.3242994,0.07615509
-29.100937,95204.266,-0.8424846,0.32431132,0.076115415
-29.100937,92893.55,-0.8425323,0.32432497,0.07606342
-29.100937,90170.22,-0.84256506,0.3243398,0.07599707
