Re,alpha_deg,CL_fit,CD_fit,CM_fit
20317.676,-13.014606,-0.39795837,0.16330066,-0.005694337
21325.55,-13.014606,-0.40297988,0.16368455,-0.0073312502
22333.428,-13.014606,-0.40643147,0.16445452,-0.009159347
23341.303,-13.014606,-0.40884396,0.16530244,-0.011048814
24349.178,-13.014606,-0.41033277,0.16582842,-0.012931902
25357.053,-13.014606,-0.41074467,0.16572227,-0.014785089
26364.928,-13.014606,-0.40985674,0.16487788,-0.016605772
27372.805,-13.014606,-0.40755275,0.1634174,-0.018391654
28380.68,-13.014606,-0.4039374,0.1616365,-0.02012743
29388.555,-13.014606,-0.3993584,0.15989916,-0.021781197
30396.432,-13.014606,-0.39435104,0.15852524,-0.023309331
31404.307,-13.014606,-0.38952976,0.15770362,-0.024666693
32412.182,-13.014606,-0.38546264,0.157453,-0.025818361
33420.06,-13.014606,-0.3825572,0.15763584,-0.026749074
34427.934,-13.014606,-0.38099247,0.1580128,-0.027467992
35435.81,-13.014606,-0.38070098,0.15832022,-0.028007776
36443.684,-13.014606,-0.38140365,0.15834485,-0.028418344
37451.562,-13.014606,-0.3826843,0.1579773,-0.02875704
38459.438,-13.014606,-0.3840835,0.15723303,-0.029077668
39467.312,-13.014606,-0.38518965,0.15623705,-0.029421153
40475.188,-13.014606,-0.38571092,0.15518084,-0.029808942
41483.062,-13.014606,-0.38551372,0.15426539,-0.03024129
42490.938,-13.014606,-0.38462317,0.15364602,-0.030699745
43498.812,-13.014606,-0.3831945,0.15339218,-0.03115345
44506.69,-13.014606,-0.38145733,0.15347272,-0.031567264
45514.566,-13.014606,-0.37965548,0.1537683,-0.031910505
46522.44,-13.014606,-0.37798992,0.15410541,-0.032163665
47530.316,-13.014606,-0.37658033,0.15430404,-0.03232272
48538.19,-13.014606,-0.37544897,0.15422444,-0.032399427
49546.066,-13.014606,-0.3745297,0.15380251,-0.03241862
50553.938,-13.014606,-0.37369937,0.15306556,-0.032412615
51561.812,-13.014606,-0.3728177,0.15212311,-0.03241437
52569.688,-13.014606,-0.37177032,0.1511381,-0.032450937
53577.562,-13.014606,-0.3705033,0.150285,-0.032538373
54585.438,-13.014606,-0.3690396,0.14970492,-0.032679424
55593.312,-13.014606,-0.36747578,0.14946981,-0.032863703
56601.19,-13.014606,-0.36596063,0.14956468,-0.033071324
57609.066,-13.014606,-0.36465758,0.14989157,-0.033277594
58616.94,-13.014606,-0.36370504,0.15029547,-0.033459112
59624.816,-13.014606,-0.3631778,0.15060428,-0.033598516
60632.69,-13.014606,-0.36306685,0.15067358,-0.033688203
61640.566,-13.014606,-0.36327174,0.15042512,-0.03373098
62648.44,-13.014606,-0.3636196,0.14986718,-0.03373846
63656.32,-13.014606,-0.36389893,0.1490927,-0.033727273
64664.195,-13.014606,-0.36390403,0.1482539,-0.033714507
65672.07,-13.014606,-0.36347872,0.14752066,-0.033712894
66679.945,-13.014606,-0.36255264,0.1470317,-0.03372793
67687.82,-13.014606,-0.36115608,0.1468539,-0.033757143
68695.695,-13.014606,-0.35941347,0.14696074,-0.03379186
69703.57,-13.014606,-0.35751545,0.14723727,-0.033821106
70711.445,-13.014606,-0.35567254,0.1475128,-0.033836633
71719.32,-13.014606,-0.3540668,0.1476121,-0.03383723
72727.195,-13.014606,-0.35280865,0.14741234,-0.03383121
73735.08,-13.014606,-0.3519125,0.14688757,-0.033835657
74742.95,-13.014606,-0.35129768,0.14612398,-0.033872448
75750.83,-13.014606,-0.3508182,0.14530034,-0.033961624
76758.7,-13.014606,-0.350306,0.14463207,-0.034114186
77766.58,-13.014606,-0.3496263,0.14429688,-0.034326382
78774.45,-13.014606,-0.34871978,0.1443646,-0.03457783
79782.33,-13.014606,-0.3476227,0.14475842,-0.034835402
80790.2,-13.014606,-0.34645116,0.14526743,-0.035061706
81798.08,-13.014606,-0.34535906,0.14561662,-0.035227165
82805.95,-13.014606,-0.3444756,0.14557466,-0.035321154
83813.83,-13.014606,-0.34385002,0.1450634,-0.035358056
84821.7,-13.014606,-0.34342438,0.14421703,-0.035374023
85829.58,-13.014606,-0.34305346,0.1433525,-0.035413947
86837.45,-13.014606,-0.34256992,0.14283814,-0.035511494
87845.33,-13.014606,-0.34187308,0.14290197,-0.035670385
88853.2,-13.014606,-0.3409969,0.14346737,-0.035856266
89861.08,-13.014606,-0.34011275,0.14412841,-0.036008775
90868.95,-13.014606,-0.33944178,0.14433974,-0.036073368
91876.83,-13.014606,-0.33910266,0.14378363,-0.0360415
92884.71,-13.014606,-0.33898088,0.14271054,-0.035972133
93892.586,-13.014606,-0.3387514,0.14192884,-0.035966307
94900.46,-13.014606,-0.33812904,0.14219639,-0.036084667
95908.336,-13.014606,-0.3372364,0.14324488,-0.036255293
96916.21,-13.014606,-0.3366748,0.14349858,-0.036290333
97924.086,-13.014606,-0.33676398,0.14202514,-0.036135398
98931.96,-13.014606,-0.33637172,0.14182687,-0.03616752
99939.836,-13.014606,-0.33589154,0.14196448,-0.036188386
160.16696,-12.409277,-0.4805709,0.37170035,-0.031365346
1168.0425,-12.409277,-0.26180273,0.16404766,-0.03214912
2175.918,-12.409277,-0.23258302,0.16038403,-0.030209148
3183.7935,-12.409277,-0.216198,0.15067114,-0.02961545
4191.669,-12.409277,-0.1986912,0.1362065,-0.029691406
5199.5444,-12.409277,-0.18847552,0.13125047,-0.029560918
6207.42,-12.409277,-0.18574575,0.13401163,-0.029118499
7215.2954,-12.409277,-0.18526475,0.13692631,-0.028664358
8223.171,-12.409277,-0.1830846,0.13575113,-0.02839888
9231.046,-12.409277,-0.17929024,0.13120982,-0.028202794
10238.922,-12.409277,-0.17705157,0.12653847,-0.027708275
11246.798,-12.409277,-0.18023315,0.12463148,-0.02651047
12254.673,-12.409277,-0.19135287,0.12655671,-0.0243688
13262.548,-12.409277,-0.21066871,0.13156305,-0.021311888
14270.424,-12.409277,-0.23636147,0.1379326,-0.01762776
15278.3,-12.409277,-0.2653854,0.14395599,-0.01377056
16286.175,-12.409277,-0.29448354,0.1485705,-0.010232348
17294.049,-12.409277,-0.32099724,0.151531,-0.007426787
18301.924,-12.409277,-0.34329128,0.15321262,-0.005613856
19309.8,-12.409277,-0.360795,0.15424655,-0.0048757195
20317.676,-12.409277,-0.37376535,0.15517946,-0.0051375274
21325.55,-12.409277,-0.38292632,0.15627214,-0.0062165298
22333.428,-12.409277,-0.38911855,0.15746829,-0.007880654
23341.303,-12.409277,-0.39305103,0.15849663,-0.009900792
24349.178,-12.409277,-0.39519042,0.15903372,-0.012086362
25357.053,-12.409277,-0.39577273,0.158856,-0.014301108
26364.928,-12.409277,-0.39489686,0.15793124,-0.01646126
27372.805,-12.409277,-0.39264646,0.15642858,-0.018522635
28380.68,-12.409277,-0.38919038,0.1546594,-0.020463144
29388.555,-12.409277,-0.3848344,0.15297781,-0.022267394
30396.432,-12.409277,-0.380013,0.15167776,-0.023917323
31404.307,-12.409277,-0.37523037,0.15091775,-0.025389846
32412.182,-12.409277,-0.37097633,0.15069225,-0.026661145
33420.06,-12.409277,-0.36763608,0.15085034,-0.027713973
34427.934,-12.409277,-0.3654234,0.1511541,-0.028545434
35435.81,-12.409277,-0.36435288,0.15135255,-0.029172128
36443.684,-12.409277,-0.36425132,0.1512527,-0.029630499
37451.562,-12.409277,-0.3648094,0.15076748,-0.029972518
38459.438,-12.409277,-0.36565506,0.14993125,-0.0302576
39467.312,-12.409277,-0.36643016,0.14888096,-0.030541947
40475.188,-12.409277,-0.366862,0.14781214,-0.030869285
41483.062,-12.409277,-0.36680284,0.14692228,-0.031263113
42490.938,-12.409277,-0.36624146,0.14635715,-0.031724233
43498.812,-12.409277,-0.36528563,0.14617434,-0.032232318
44506.69,-12.409277,-0.36411667,0.14633107,-0.032751936
45514.566,-12.409277,-0.3629356,0.1466985,-0.033241384
46522.44,-12.409277,-0.36191106,0.14709772,-0.03366241
47530.316,-12.409277,-0.36113733,0.14734694,-0.033988565
48538.19,-12.409277,-0.36061764,0.14730757,-0.034210686
49546.066,-12.409277,-0.3602691,0.1469184,-0.034338355
50553.938,-12.409277,-0.35995227,0.14620951,-0.034397446
51561.812,-12.409277,-0.3595109,0.14529273,-0.034423865
52569.688,-12.409277,-0.35881782,0.14433192,-0.034455597
53577.562,-12.409277,-0.35781255,0.14350075,-0.03452482
54585.438,-12.409277,-0.3565205,0.1429393,-0.03465119
55593.312,-12.409277,-0.35505235,0.14271809,-0.034838434
56601.19,-12.409277,-0.3535806,0.14282162,-0.035074405
57609.066,-12.409277,-0.3522998,0.1431529,-0.035334826
58616.94,-12.409277,-0.35137948,0.14355852,-0.035589345
59624.816,-12.409277,-0.35091734,0.14386874,-0.03580882
60632.69,-12.409277,-0.350913,0.14394134,-0.0359718
61640.566,-12.409277,-0.35125685,0.14369875,-0.036069155
62648.44,-12.409277,-0.35174808,0.14314823,-0.036104932
63656.32,-12.409277,-0.35213587,0.14237988,-0.036094733
64664.195,-12.409277,-0.3521706,0.14154162,-0.036060423
65672.07,-12.409277,-0.35166162,0.14079861,-0.036024243
66679.945,-12.409277,-0.35052374,0.14028609,-0.036002763
67687.82,-12.409277,-0.34879804,0.14006978,-0.036002874
68695.695,-12.409277,-0.3466495,0.14012487,-0.03602121
69703.57,-12.409277,-0.3443296,0.14034228,-0.03604655
70711.445,-12.409277,-0.3421197,0.14055848,-0.03606526
71719.32,-12.409277,-0.34026685,0.14060691,-0.036067836
72727.195,-12.409277,-0.33892232,0.14037174,-0.03605417
73735.08,-12.409277,-0.3381066,0.13983053,-0.036036175
74742.95,-12.409277,-0.33770853,0.13906899,-0.036035918
75750.83,-12.409277,-0.33751875,0.13826044,-0.03607934
76758.7,-12.409277,-0.3372954,0.13761191,-0.036187295
77766.58,-12.409277,-0.33683687,0.13729247,-0.03636634
78774.45,-12.409277,-0.33604717,0.13736522,-0.03660307
79782.33,-12.409277,-0.3349669,0.13775092,-0.036864217
80790.2,-12.409277,-0.33375737,0.13824217,-0.037105028
81798.08,-12.409277,-0.33264053,0.13857117,-0.037283212
82805.95,-12.409277,-0.33180925,0.13851567,-0.037375093
83813.83,-12.409277,-0.33134127,0.13800368,-0.037387796
84821.7,-12.409277,-0.331155,0.13717048,-0.037360355
85829.58,-12.409277,-0.33103397,0.13632682,-0.037350986
86837.45,-12.409277,-0.3307202,0.13583122,-0.037412222
87845.33,-12.409277,-0.33004987,0.13590185,-0.03756232
88853.2,-12.409277,-0.32906514,0.13645902,-0.037767977
89861.08,-12.409277,-0.32802588,0.13710333,-0.037952185
90868.95,-12.409277,-0.3272837,0.1373035,-0.03803334
91876.83,-12.409277,-0.32704163,0.13675387,-0.03798254
92884.71,-12.409277,-0.3271399,0.13570498,-0.0378647
93892.586,-12.409277,-0.3270736,0.13494834,-0.03781696
94900.46,-12.409277,-0.32637602,0.13521993,-0.037940588
95908.336,-12.409277,-0.32521427,0.13624953,-0.038159154
96916.21,-12.409277,-0.3245433,0.1364955,-0.03821276
97924.086,-12.409277,-0.3249119,0.13505593,-0.03799274
98931.96,-12.409277,-0.32452852,0.13487282,-0.03800869
99939.836,-12.409277,-0.32396168,0.13501036,-0.038037796
160.16696,-11.803946,-0.46871173,0.3688782,-0.03203056
1168.0425,-11.803946,-0.2448288,0.15931937,-0.03472715
2175.918,-11.803946,-0.21479145,0.15556121,-0.03265913
3183.7935,-11.803946,-0.20026915,0.14578497,-0.031669475
4191.669,-11.803946,-0.18337673,0.13075241,-0.03185872
5199.5444,-11.803946,-0.17298326,0.12516141,-0.03197376
6207.42,-11.803946,-0.17076568,0.12769526,-0.03149227
7215.2954,-11.803946,-0.17153746,0.13084888,-0.030750241
8223.171,-11.803946,-0.1699353,0.13006335,-0.03031275
9231.046,-11.803946,-0.16432852,0.12563556,-0.030424101
10238.922,-11.803946,-0.15698284,0.1205082,-0.030839942
11246.798,-11.803946,-0.15212968,0.117533654,-0.030987963
12254.673,-11.803946,-0.1537135,0.11797361,-0.030268095
13262.548,-11.803946,-0.16388005,0.121404886,-0.028316576
14270.424,-11.803946,-0.1825118,0.126447,-0.025135517
15278.3,-11.803946,-0.20761696,0.131636,-0.021073926
16286.175,-11.803946,-0.23617181,0.13601157,-0.01670137
17294.049,-11.803946,-0.26502106,0.13928595,-0.0126395635
18301.924,-11.803946,-0.29156917,0.14168482,-0.00941015
19309.8,-11.803946,-0.31414205,0.14363909,-0.0073369145
20317.676,-11.803946,-0.3320328,0.14550006,-0.006515015
21325.55,-11.803946,-0.34532148,0.14738041,-0.0068386737
22333.428,-11.803946,-0.3545858,0.14914456,-0.008065987
23341.303,-11.803946,-0.36060864,0.15051103,-0.009896444
24349.178,-11.803946,-0.36415398,0.15120046,-0.012039969
25357.053,-11.803946,-0.3658414,0.15106358,-0.014263777
26364.928,-11.803946,-0.36611438,0.15014714,-0.016413068
27372.805,-11.803946,-0.36527514,0.14868373,-0.018407995
28380.68,-11.803946,-0.3635502,0.14702009,-0.020224962
29388.555,-11.803946,-0.36115324,0.1455145,-0.021871746
30396.432,-11.803946,-0.358324,0.14443935,-0.023364585
31404.307,-11.803946,-0.35533398,0.14391556,-0.024712596
32412.182,-11.803946,-0.35246396,0.14389642,-0.025912346
33420.06,-11.803946,-0.34996507,0.14419755,-0.026950918
34427.934,-11.803946,-0.3480177,0.14456235,-0.027814439
35435.81,-11.803946,-0.34670407,0.14473979,-0.028498143
36443.684,-11.803946,-0.34600055,0.14455348,-0.02901381
37451.562,-11.803946,-0.34579322,0.14394492,-0.029392697
38459.438,-11.803946,-0.34591153,0.14298184,-0.029682253
39467.312,-11.803946,-0.34617013,0.14183217,-0.029938519
40475.188,-11.803946,-0.34641123,0.14071374,-0.030215444
41483.062,-11.803946,-0.34653434,0.13983472,-0.030554518
42490.938,-11.803946,-0.3465104,0.13933848,-0.030977035
43498.812,-11.803946,-0.34637454,0.13926984,-0.03148046
44506.69,-11.803946,-0.34620568,0.13956603,-0.032040555
45514.566,-11.803946,-0.34609488,0.1400767,-0.032617703
46522.44,-11.803946,-0.34611306,0.14060381,-0.033166282
47530.316,-11.803946,-0.34628636,0.14095217,-0.03364528
48538.19,-11.803946,-0.34658578,0.14097886,-0.034027003
49546.066,-11.803946,-0.34692806,0.14062598,-0.034302592
50553.938,-11.803946,-0.3471999,0.13993281,-0.034483314
51561.812,-11.803946,-0.34728366,0.13902356,-0.03459709
52569.688,-11.803946,-0.3470903,0.13807455,-0.034681547
53577.562,-11.803946,-0.3465872,0.13726841,-0.034775354
54585.438,-11.803946,-0.34580883,0.13674836,-0.034909524
55593.312,-11.803946,-0.3448562,0.13658346,-0.035100874
56601.19,-11.803946,-0.3438774,0.13675116,-0.035349146
57609.066,-11.803946,-0.3430351,0.1371442,-0.035637856
58616.94,-11.803946,-0.3424667,0.13759929,-0.035939097
59624.816,-11.803946,-0.3422502,0.1379388,-0.036220767
60632.69,-11.803946,-0.34237972,0.13801761,-0.036454216
61640.566,-11.803946,-0.3427595,0.13775998,-0.036620975
62648.44,-11.803946,-0.34321916,0.13718043,-0.036716655
63656.32,-11.803946,-0.34354702,0.13637924,-0.03675089
64664.195,-11.803946,-0.3435369,0.13551517,-0.03674406
65672.07,-11.803946,-0.34303468,0.1347622,-0.036721073
66679.945,-11.803946,-0.3419791,0.13426027,-0.036704663
67687.82,-11.803946,-0.34042054,0.13407423,-0.03670916
68695.695,-11.803946,-0.3385164,0.13417362,-0.036737543
69703.57,-11.803946,-0.33649886,0.13443948,-0.03678175
70711.445,-11.803946,-0.33462563,0.13469803,-0.036826964
71719.32,-11.803946,-0.33311933,0.13477397,-0.03685818
72727.195,-11.803946,-0.33211493,0.1345473,-0.03686694
73735.08,-11.803946,-0.33162725,0.13399711,-0.036856435
74742.95,-11.803946,-0.3315495,0.13321581,-0.03684237
75750.83,-11.803946,-0.33168402,0.13238668,-0.03684885
76758.7,-11.803946,-0.33180153,0.13172701,-0.03690031
77766.58,-11.803946,-0.33170938,0.1314127,-0.0370119
78774.45,-11.803946,-0.3313111,0.13150787,-0.037181035
79782.33,-11.803946,-0.33063766,0.13192822,-0.03738477
80790.2,-11.803946,-0.3298334,0.13245612,-0.037584573
81798.08,-11.803946,-0.32910126,0.13281253,-0.037738245
82805.95,-11.803946,-0.32862017,0.13276736,-0.037816428
83813.83,-11.803946,-0.32846323,0.13224775,-0.037816893
84821.7,-11.803946,-0.32855603,0.13139622,-0.037769806
85829.58,-11.803946,-0.32869595,0.13053694,-0.037729252
86837.45,-11.803946,-0.32863903,0.13004106,-0.03775057
87845.33,-11.803946,-0.32822904,0.13013294,-0.037861157
88853.2,-11.803946,-0.32750237,0.130727,-0.03803869
89861.08,-11.803946,-0.32670426,0.13140717,-0.03821288
90868.95,-11.803946,-0.32617033,0.13162321,-0.038299695
91876.83,-11.803946,-0.3260995,0.13106146,-0.038258687
92884.71,-11.803946,-0.32634825,0.12998521,-0.038141076
93892.586,-11.803946,-0.3264387,0.12921542,-0.038078636
94900.46,-11.803946,-0.32592195,0.12951119,-0.03818242
95908.336,-11.803946,-0.3249491,0.13058728,-0.038394637
96916.21,-11.803946,-0.32442904,0.13084655,-0.03846205
97924.086,-11.803946,-0.32489985,0.12936226,-0.038254812
98931.96,-11.803946,-0.32465667,0.12918341,-0.03826062
99939.836,-11.803946,-0.3242221,0.12933029,-0.038299527
160.16696,-11.198616,-0.4554727,0.36604887,-0.032566395
1168.0425,-11.198616,-0.22867222,0.15480055,-0.03708871
2175.918,-11.198616,-0.19651288,0.15086484,-0.03504805
3183.7935,-11.198616,-0.1839168,0.14095046,-0.033656873
4191.669,-11.198616,-0.16873264,0.12549731,-0.03378063
5199.5444,-11.198616,-0.1587888,0.119425856,-0.034023374
6207.42,-11.198616,-0.15664743,0.12170425,-0.033575237
7215.2954,-11.198616,-0.1576008,0.124913454,-0.0327507
8223.171,-11.198616,-0.15564254,0.12434621,-0.03233408
9231.046,-11.198616,-0.14792803,0.12002431,-0.032822236
10238.922,-11.198616,-0.13581517,0.114637405,-0.034078784
11246.798,-11.198616,-0.12349844,0.110918984,-0.03543544
12254.673,-11.198616,-0.1158095,0.11018394,-0.03604172
13262.548,-11.198616,-0.11636132,0.11220391,-0.0352337
14270.424,-11.198616,-0.1265781,0.1158611,-0.032767814
15278.3,-11.198616,-0.14563715,0.11993844,-0.02886761
16286.175,-11.198616,-0.1710552,0.12364233,-0.024113633
17294.049,-11.198616,-0.1995629,0.12674001,-0.01924861
18301.924,-11.198616,-0.2279487,0.12940405,-0.014974177
19309.8,-11.198616,-0.25367367,0.13193496,-0.011798542
20317.676,-11.198616,-0.27517766,0.1345207,-0.009961773
21325.55,-11.198616,-0.29189804,0.13712099,-0.009440355
22333.428,-11.198616,-0.30408156,0.13949105,-0.010009322
23341.303,-11.198616,-0.31249022,0.1412984,-0.011334199
24349.178,-11.198616,-0.3180993,0.14226983,-0.013063027
25357.053,-11.198616,-0.3218474,0.14230448,-0.0148983095
26364.928,-11.198616,-0.32448053,0.14151715,-0.01663685
27372.805,-11.198616,-0.3264861,0.14020553,-0.018177997
28380.68,-11.198616,-0.32810962,0.13876069,-0.01950629
29388.555,-11.198616,-0.32941508,0.13755558,-0.020660112
30396.432,-11.198616,-0.33036768,0.13684635,-0.021697395
31404.307,-11.198616,-0.3309116,0.13671511,-0.022667665
32412.182,-11.198616,-0.331021,0.13706535,-0.023596039
33420.06,-11.198616,-0.33073026,0.13766626,-0.024479736
34427.934,-11.198616,-0.3301317,0.13822845,-0.025295444
35435.81,-11.198616,-0.32936078,0.13848957,-0.02601258
36443.684,-11.198616,-0.32856667,0.1382847,-0.026607601
37451.562,-11.198616,-0.32788843,0.13758525,-0.027074773
38459.438,-11.198616,-0.32743406,0.13650012,-0.027430862
39467.312,-11.198616,-0.32726932,0.1352399,-0.02771287
40475.188,-11.198616,-0.3274188,0.13405776,-0.027969973
41483.062,-11.198616,-0.32787123,0.133183,-0.028252464
42490.938,-11.198616,-0.32858974,0.13276342,-0.02860038
43498.812,-11.198616,-0.32952148,0.13283151,-0.029034838
44506.69,-11.198616,-0.3306081,0.1333009,-0.02955407
45514.566,-11.198616,-0.3317886,0.13399187,-0.03013499
46522.44,-11.198616,-0.3330028,0.1346786,-0.030739255
47530.316,-11.198616,-0.33419108,0.13514641,-0.031322546
48538.19,-11.198616,-0.3352962,0.13524394,-0.031844825
49546.066,-11.198616,-0.33626565,0.1349172,-0.032278776
50553.938,-11.198616,-0.33705503,0.13422,-0.03261511
51561.812,-11.198616,-0.3376356,0.1332969,-0.032863505
52569.688,-11.198616,-0.33799937,0.1323449,-0.033049136
53577.562,-11.198616,-0.33816323,0.13156267,-0.03320597
54585.438,-11.198616,-0.3381696,0.13110057,-0.033368357
55593.312,-11.198616,-0.3380813,0.13102396,-0.033563174
56601.19,-11.198616,-0.33797157,0.13129757,-0.03380397
57609.066,-11.198616,-0.3379114,0.13179551,-0.03408873
58616.94,-11.198616,-0.3379522,0.13233447,-0.03440126
59624.816,-11.198616,-0.338116,0.13272148,-0.03471614
60632.69,-11.198616,-0.3383857,0.1328041,-0.035005353
61640.566,-11.198616,-0.33870506,0.13251056,-0.035245597
62648.44,-11.198616,-0.33898914,0.13186948,-0.035423767
63656.32,-11.198616,-0.3391407,0.13100263,-0.035539776
64664.195,-11.198616,-0.33907136,0.13009252,-0.03560568
65672.07,-11.198616,-0.33872372,0.12933336,-0.03564199
66679.945,-11.198616,-0.33808967,0.12887605,-0.035671428
67687.82,-11.198616,-0.33721608,0.12878467,-0.03571275
68695.695,-11.198616,-0.33620256,0.1290156,-0.035775557
69703.57,-11.198616,-0.33518276,0.12942693,-0.0358584
70711.445,-11.198616,-0.33429864,0.12981868,-0.035950027
71719.32,-11.198616,-0.3336692,0.12999205,-0.03603412
72727.195,-11.198616,-0.33336455,0.12981327,-0.036095515
73735.08,-11.198616,-0.33338845,0.12926076,-0.03612648
74742.95,-11.198616,-0.33367777,0.1284404,-0.03613037
75750.83,-11.198616,-0.33411914,0.12755877,-0.03612148
76758.7,-11.198616,-0.33458024,0.12685934,-0.036120713
77766.58,-11.198616,-0.33494622,0.1265386,-0.036147878
78774.45,-11.198616,-0.33515325,0.12666917,-0.03621374
79782.33,-11.198616,-0.33520564,0.12715878,-0.0363141
80790.2,-11.198616,-0.33517075,0.12776817,-0.036429606
81798.08,-11.198616,-0.33515137,0.12819116,-0.036531456
82805.95,-11.198616,-0.33524215,0.12817502,-0.03659305
83813.83,-11.198616,-0.33548522,0.12763964,-0.03660222
84821.7,-11.198616,-0.33584553,0.12674037,-0.036569774
85829.58,-11.198616,-0.33621842,0.12583065,-0.036528043
86837.45,-11.198616,-0.33647448,0.12531494,-0.036518496
87845.33,-11.198616,-0.33652607,0.12543721,-0.036570266
88853.2,-11.198616,-0.33638716,0.1261037,-0.036680505
89861.08,-11.198616,-0.3361851,0.12686196,-0.03680855
90868.95,-11.198616,-0.33610097,0.1271142,-0.0368938
91876.83,-11.198616,-0.3362496,0.12652077,-0.03689533
92884.71,-11.198616,-0.33656612,0.12536843,-0.036832765
93892.586,-11.198616,-0.3368023,0.12454789,-0.03679055
94900.46,-11.198616,-0.3367131,0.124880664,-0.03685639
95908.336,-11.198616,-0.33636653,0.12605561,-0.037011784
96916.21,-11.198616,-0.3362419,0.12634206,-0.037090108
97924.086,-11.198616,-0.33664095,0.12473953,-0.036977902
98931.96,-11.198616,-0.33667338,0.12455022,-0.03698569
99939.836,-11.198616,-0.33658493,0.124708995,-0.037038654
160.16696,-10.593285,-0.44075054,0.36313903,-0.03300859
1168.0425,-10.593285,-0.21380314,0.15045102,-0.03918652
2175.918,-10.593285,-0.17790574,0.14629991,-0.037339218
3183.7935,-10.593285,-0.1667356,0.13618341,-0.03559274
4191.669,-10.593285,-0.15369749,0.12046072,-0.03552728
5199.5444,-10.593285,-0.14425202,0.114083126,-0.035825312
6207.42,-10.593285,-0.14141035,0.11610319,-0.035506118
7215.2954,-10.593285,-0.14148068,0.11919299,-0.034784753
8223.171,-10.593285,-0.13864732,0.11865595,-0.034500152
9231.046,-10.593285,-0.12936576,0.11440765,-0.035284437
10238.922,-10.593285,-0.11403929,0.10895777,-0.03710727
11246.798,-10.593285,-0.09631491,0.1048717,-0.039306354
12254.673,-10.593285,-0.0812141,0.10338768,-0.04092855
13262.548,-10.593285,-0.073209286,0.104324974,-0.04113829
14270.424,-10.593285,-0.074927956,0.10672099,-0.03951119
15278.3,-10.593285,-0.08669934,0.10956775,-0.03613386
16286.175,-10.593285,-0.10683063,0.11226914,-0.03152421
17294.049,-10.593285,-0.13233873,0.114726216,-0.026439488
18301.924,-10.593285,-0.15982705,0.117154926,-0.021654624
19309.8,-10.593285,-0.18625474,0.11981268,-0.017779369
20317.676,-10.593285,-0.20945212,0.12278278,-0.015153421
21325.55,-10.593285,-0.22832495,0.1258971,-0.013827827
22333.428,-10.593285,-0.24279064,0.12879461,-0.013616987
23341.303,-10.593285,-0.2535193,0.13106507,-0.0141921025
24349.178,-10.593285,-0.26159,0.13240597,-0.015184399
25357.053,-10.593285,-0.2681511,0.13273093,-0.016271729
26364.928,-10.593285,-0.27415222,0.13219835,-0.017233605
27372.805,-10.593285,-0.28019017,0.13115756,-0.017968882
28380.68,-10.593285,-0.28646684,0.13004117,-0.018482275
29388.555,-10.593285,-0.29284513,0.1292397,-0.018849572
30396.432,-10.593285,-0.2989694,0.1289989,-0.01917539
31404.307,-10.593285,-0.30440688,0.12936638,-0.01955444
32412.182,-10.593285,-0.30878145,0.13019694,-0.020045254
33420.06,-10.593285,-0.31186965,0.13120985,-0.020659255
34427.934,-10.593285,-0.31364712,0.13207743,-0.02136495
35435.81,-10.593285,-0.31428635,0.1325195,-0.02210286
36443.684,-10.593285,-0.31411177,0.13237643,-0.022805808
37451.562,-10.593285,-0.3135293,0.13164662,-0.023417976
38459.438,-10.593285,-0.31294924,0.13047998,-0.023909012
39467.312,-10.593285,-0.31271565,0.12913263,-0.02427972
40475.188,-10.593285,-0.31305736,0.12789765,-0.024559528
41483.062,-10.593285,-0.31406644,0.1270307,-0.024797164
42490.938,-10.593285,-0.31570232,0.12668774,-0.02504754
43498.812,-10.593285,-0.31782106,0.1268922,-0.02535818
44506.69,-10.593285,-0.3202163,0.1275337,-0.025758674
45514.566,-10.593285,-0.32266772,0.12840249,-0.026254985
46522.44,-10.593285,-0.3249825,0.12924308,-0.026829703
47530.316,-10.593285,-0.32702547,0.12981933,-0.027447347
48538.19,-10.593285,-0.32873434,0.12997086,-0.028063502
49546.066,-10.593285,-0.33011764,0.12964895,-0.028635066
50553.938,-10.593285,-0.33123845,0.12892443,-0.029129568
51561.812,-10.593285,-0.33219075,0.12796617,-0.029531237
52569.688,-10.593285,-0.33307186,0.1269962,-0.029843003
53577.562,-10.593285,-0.33395848,0.12623197,-0.030084243
54585.438,-10.593285,-0.33489108,0.12583223,-0.030284718
55593.312,-10.593285,-0.33586803,0.12585752,-0.030477075
56601.19,-10.593285,-0.33685067,0.12625626,-0.030688953
57609.066,-10.593285,-0.33777577,0.1268784,-0.030936942
58616.94,-10.593285,-0.33857557,0.12751584,-0.031223759
59624.816,-10.593285,-0.33919352,0.12795551,-0.031538635
60632.69,-10.593285,-0.33960122,0.12803623,-0.031861354
61640.566,-10.593285,-0.33980492,0.12769137,-0.032168
62648.44,-10.593285,-0.3398444,0.12696797,-0.032437593
63656.32,-10.593285,-0.33978605,0.1260161,-0.032657437
64664.195,-10.593285,-0.3397068,0.12504952,-0.03282603
65672.07,-10.593285,-0.33968034,0.12428879,-0.032952927
66679.945,-10.593285,-0.3397616,0.12389985,-0.033055536
67687.82,-10.593285,-0.3399783,0.12394507,-0.033153746
68695.695,-10.593285,-0.34032947,0.124362886,-0.033264026
69703.57,-10.593285,-0.34079054,0.12498054,-0.03339435
